Kabupaten/Kota,Tahun,Pengeluaran Konsumsi Rumah Tangga,Pengeluaran Konsumsi LNPRT,Pengeluaran Konsumsi Pemerintah,Pembentukan Modal Tetap Bruto,Perubahan Inventori,Net Ekspor,PDRB
Kota Subulussalam,2023,1514857.77,64889.21,651758.68,1239051.12,10664.0,-921632.5,2559588.29
Nias,2023,4362942.41,185881.31,998613.28,1195285.61,24939.02,-1909864.42,4857797.21
Mandailing Natal,2023,11438280.66,274981.32,2493613.31,3809453.51,549965.72,-243971.85,18322322.68
Tapanuli Selatan,2023,8805071.69,131757.61,1683420.78,6795056.27,621439.53,838703.63,18875449.51
Tapanuli Tengah,2023,8726009.03,282453.76,1038042.61,2488738.97,146773.96,-50244.67,12631773.65
Tapanuli Utara,2023,6654536.47,533058.16,1488104.21,4367414.13,289712.37,-2843122.71,10489702.62
Toba Samosir,2023,5193889.11,169212.26,1283898.03,2111740.52,130649.8,766880.98,9656270.69
Labuhan Batu,2023,20678776.74,252072.04,1535751.87,10047473.8,1495195.23,11753327.16,45762596.83
Asahan,2023,26280835.12,562083.03,2414147.37,13519065.2,788279.92,7717612.43,51282023.07
Simalungun,2023,26494630.73,510273.7,2971477.85,11915767.38,765615.25,9581335.06,52239099.97
Dairi,2023,6645855.18,290569.7,1235055.44,3028135.13,250254.1,201281.26,11651150.81
Karo,2023,14028794.62,441905.69,2120358.04,8641188.95,345050.65,831672.52,26408970.47
Deli Serdang,2023,81986346.21,736630.07,4466933.03,45048890.36,2587186.2,4271722.05,139097707.9
Langkat,2023,31228672.11,541771.5,4039491.3,12246210.74,2066845.55,6068257.57,56191248.77
Nias Selatan,2023,6828250.22,233948.96,2225874.79,2254985.2,146568.48,-3114651.25,8574976.4
Humbang Hasundutan,2023,4454597.6,132318.51,1240129.16,1876060.05,3055.3,-51109.87,7655050.75
Pakpak Bharat,2023,837502.79,14837.87,451832.14,498456.54,7762.63,-250620.7,1559771.27
Samosir,2023,3461181.14,134319.94,1066554.79,836234.19,222306.95,-64846.72,5655750.29
Serdang Bedagai,2023,19533942.81,388385.86,2568296.0,8898793.34,828713.6,5316059.11,37534190.72
Batu Bara,2023,17746681.17,344418.06,2026234.23,8611538.35,1184531.85,13861593.06,43774996.71
Padang Lawas Utara,2023,8739674.2,205252.58,1157182.52,3778879.79,123162.62,1818214.09,15822365.8
Padang Lawas,2023,7102937.43,138199.5,895073.14,3398283.45,49580.29,4543004.66,16127078.47
Labuhan Batu Selatan,2023,15503166.64,170312.76,1217835.93,9915069.39,1493733.57,9284188.06,37584306.37
Labuhan Batu Utara,2023,14696309.06,277862.16,1362870.55,8303163.94,765917.2,7864778.35,33270901.26
Nias Utara,2023,3461162.19,74541.0,917976.64,1370746.9,182864.47,-1529423.18,4477868.03
Nias Barat,2023,1781516.87,94838.98,559714.5,638217.59,91177.48,-828959.88,2336505.54
Kota Sibolga,2023,4116987.54,133201.71,769707.63,1253523.25,99045.84,448331.91,6820797.89
Kota Tanjung Balai,2023,6012497.35,156752.85,1056663.73,3418770.18,187131.02,377677.32,11209492.45
Kota Pematang Siantar,2023,9516429.91,443915.29,1586777.55,3954930.41,631578.55,94418.33,16228050.04
Kota Tebing Tinggi,2023,5141470.4,27079.97,1336871.82,2860172.68,201733.74,-2139043.07,7428285.55
Kota Medan,2023,132451725.9,966599.19,10152341.33,120356363.5,4443526.01,34941321.84,303311877.8
Kota Binjai,2023,8603426.76,205574.84,860845.76,4798582.92,66318.09,-75165.65,14459582.72
Kota Padangsidimpuan,2023,5049599.3,289483.78,1430609.11,2903677.93,98872.87,-1843289.37,7928953.62
Kota Gunungsitoli,2023,4686574.33,145443.02,620283.32,2098064.92,19582.06,-645476.39,6924471.26
Kepulauan Mentawai,2023,2978471.61,49376.35,816635.41,1797584.36,-1200.88,274132.22,5914999.06
Pesisir Selatan,2023,9186230.87,189609.62,1646355.18,5256454.68,-101689.19,1848718.53,18025679.68
Solok,2023,9432539.05,147119.88,1526353.04,5513182.8,9246.16,687971.46,17316412.39
Sijunjung,2023,6142236.36,90652.35,992987.92,3789497.25,22471.95,638925.28,11676771.13
Tanah Datar,2023,9362656.13,202477.56,1611913.13,5205701.28,-25811.91,102622.41,16459558.6
Padang Pariaman,2023,13387747.71,276004.82,1812957.13,7472674.51,6120.85,2115344.98,25070850.0
Agam,2023,13948913.44,276213.74,1685306.79,7883117.37,-30113.53,2399220.85,26162658.67
Lima Puluh Kota,2023,10484749.9,201350.91,1444382.58,6121403.0,12366.83,1339942.87,19604196.1
Pasaman,2023,6002731.39,121605.16,1108611.59,3479100.89,12728.34,635580.7,11360358.08
Solok Selatan,2023,3807876.51,80533.52,675871.71,2085935.59,-7868.06,402065.71,7044414.98
Dharmasraya,2023,7288212.05,132696.98,1037216.79,3886625.52,-72797.82,1073815.74,13345769.26
Pasaman Barat,2023,10885476.9,230216.28,1432992.35,6088413.8,-126313.16,1034010.29,19544796.46
Kota Padang,2023,39329658.24,866416.68,9037432.09,23025404.87,-527612.0,7973373.35,79704673.23
Kota Solok,2023,2629961.06,52354.8,699856.07,1379550.86,-8757.33,509132.79,5262098.25
Kota Sawah Lunto,2023,2556268.38,50894.84,682492.31,1242010.72,12992.6,280637.01,4825295.86
Kota Padang Panjang,2023,2289095.49,48558.67,659420.87,1337117.31,-2724.97,142617.24,4474084.62
Kota Bukittinggi,2023,5832542.02,102527.43,1165137.26,3056483.53,-17787.96,992679.39,11131581.67
Kota Payakumbuh,2023,4020504.38,76806.3,908946.28,2181218.61,-5279.92,1800156.98,8982352.63
Kota Pariaman,2023,3330346.18,72382.83,703808.45,1745648.99,305.74,582627.58,6435119.77
Kuantan Singingi,2023,18626021.57,214633.75,1464631.25,18576719.45,79598.87,8688965.73,47650570.62
Indragiri Hulu,2023,21583879.3,295761.25,1682830.8,20529446.02,159103.63,12230967.0,56481988.01
Indragiri Hilir,2023,35852526.73,527643.74,2035587.17,19510039.42,110219.42,29510354.72,87546371.2
Pelalawan,2023,18649610.88,247954.88,1486171.47,12377686.5,71642.91,37688554.0,70521620.64
Siak,2023,26092565.8,325298.58,2356691.4,27421026.47,108758.3,53619030.66,109923371.2
Kampar,2023,46122931.02,598192.43,3034458.59,37087808.19,167357.16,19918243.97,106928991.4
Rokan Hulu,2023,30319675.74,409451.28,1423969.99,12057569.91,86765.22,7859148.07,52156580.21
Bengkalis,2023,35779434.88,438419.09,3791083.93,33971628.1,144113.41,94511165.73,168635845.1
Rokan Hilir,2023,30647303.34,449624.39,1955824.22,10171374.53,52661.69,51463451.4,94740239.58
Kepulauan Meranti,2023,9345320.61,192948.72,641840.45,5868055.41,63032.06,9497395.66,25608592.91
Kota Pekanbaru,2023,77846671.25,1612820.57,10873107.91,124332590.2,1003283.76,-55707800.19,159960673.5
Kota Dumai,2023,15567627.77,219477.3,2753221.63,19967222.54,139658.4,10387078.24,49034285.87
Kerinci,2023,6855619.43,78134.89,1421328.55,3869018.34,54041.71,1127205.84,13405348.76
Merangin,2023,12534615.64,73143.81,1347784.41,4930061.86,67608.72,3661313.52,22524527.97
Sarolangun,2023,10606216.75,113821.28,1124922.17,7454144.5,51709.43,2157912.1,21508726.22
Batang Hari,2023,10302627.94,91497.54,1288757.17,5177262.29,105625.59,8482841.07,25448611.61
Muaro Jambi,2023,13507445.12,144877.99,1906075.13,6673242.81,421491.51,13231710.13,35884842.69
Tanjung Jabung Timur,2023,7647867.22,114696.53,1392448.85,5019275.33,187210.27,10711116.35,25072614.55
Tanjung Jabung Barat,2023,12349330.63,112334.51,1235660.85,7506980.32,371729.68,29276237.38,50852273.36
Tebo,2023,10203828.04,127962.18,1043003.65,4438848.62,99077.5,5270776.03,21183496.01
Bungo,2023,12639182.5,140020.33,1319692.54,7027038.84,155532.08,4953307.31,26234773.6
Kota Jambi,2023,22429553.33,653437.92,7188390.47,8662865.49,507656.63,1138719.45,40580623.29
Kota Sungai Penuh,2023,4208195.62,64168.22,614511.86,2467850.94,185234.8,1935177.25,9475138.69
Ogan Komering Ulu,2023,13151501.85,274358.88,1364360.94,6585701.11,27688.71,-2384242.98,19019368.51
Ogan Komering Ilir,2023,24012331.86,550919.84,2547700.97,11937688.35,16434.25,-1669832.07,37395243.2
Muara Enim,2023,47755305.34,1438774.91,2773596.86,18044922.45,107118.09,48397788.2,118517505.8
Lahat,2023,16412501.28,398789.15,3280132.83,7095917.72,46110.17,2055439.43,29288890.57
Musi Rawas,2023,16688393.58,316633.65,1971202.57,5582125.94,-463023.84,-568780.72,23526551.18
Musi Banyuasin,2023,60301337.85,1636795.9,4502211.13,23104337.12,102766.99,-3876378.65,85771070.34
Banyu Asin,2023,25657494.22,512890.1,2383524.34,9824180.25,-46931.07,-891642.62,37439515.22
Ogan Komering Ulu Selatan,2023,7332310.97,130405.83,1320752.61,3411398.86,35321.56,-1139794.83,11090394.99
Ogan Komering Ulu Timur,2023,14044471.58,245493.65,1829608.44,6301472.37,8513.08,-2964638.46,19464920.67
Ogan Ilir,2023,8762130.61,215571.74,1634776.85,3901256.81,672.24,-263602.4,14250805.84
Empat Lawang,2023,3993175.47,107708.51,952396.23,1834611.06,53125.4,-638118.41,6302898.26
Penukal Abab Lematang Ilir,2023,5936962.65,167611.97,392097.82,2638492.57,1351.52,-417440.63,8719075.9
Musi Rawas Utara,2023,6836024.56,122703.8,792215.11,2402553.13,-8906.28,-1077518.48,9067071.83
Kota Palembang,2023,118924601.6,2599793.03,9081294.66,83912220.97,25657.71,-19973965.84,194569602.2
Kota Prabumulih,2023,6343902.2,158846.98,1125490.46,3561650.2,33385.54,-1389142.1,9834133.28
Kota Pagar Alam,2023,2768215.53,71584.76,541800.75,1239916.23,31404.29,-1162390.34,3490531.21
Kota Lubuklinggau,2023,5284216.94,135575.48,858268.72,3169149.83,31825.58,-1245323.83,8233712.73
Bengkulu Selatan,2023,4480282.8,185620.31,1409285.48,2874619.33,-44888.14,-1703772.59,7201147.21
Rejang Lebong,2023,7527106.49,237610.22,1424235.81,4094946.61,-69348.41,-1315436.23,11899114.5
Bengkulu Utara,2023,6754629.33,189115.31,1429074.16,4722254.88,-75938.71,-528587.56,12490547.4
Kaur,2023,2868830.24,113161.3,902212.95,2694588.76,-20968.53,-2010128.12,4547696.61
Seluma,2023,3703129.41,89005.54,948280.97,3190314.76,-34443.51,-2127412.45,5768874.72
Mukomuko,2023,4276922.54,164409.08,959852.06,3771938.48,-21120.78,-2352401.16,6799600.22
Lebong,2023,2759740.83,141929.52,828328.96,2498408.98,-22340.26,-2046976.73,4159091.3
Kepahiang,2023,3507182.21,161850.02,856381.69,2470558.4,-25410.51,-1354972.31,5615589.5
Bengkulu Tengah,2023,3637166.94,82113.13,670917.63,2659476.77,-132966.72,-251518.06,6665189.7
Kota Bengkulu,2023,18475856.86,847564.7,7322439.66,8921683.7,-24524.55,-4731612.52,30811407.84
Lampung Barat,2023,7133025.03,254554.95,1405037.26,3293486.85,13899.3,-3082049.24,9017954.16
Tanggamus,2023,14222221.85,315485.88,1690228.06,4762984.39,32304.13,-1414053.13,19609171.18
Lampung Selatan,2023,31505213.26,834012.41,2232065.15,19071422.94,236341.94,1880344.07,55759399.77
Lampung Timur,2023,32953494.12,867152.35,2527884.24,15983076.6,-325316.63,868096.93,52874387.6
Lampung Tengah,2023,48358174.62,1215871.32,2636655.84,30096273.53,45295.93,7725336.38,90077607.62
Lampung Utara,2023,18584413.74,975991.74,1793552.47,9693955.25,1517.62,-1788875.31,29260555.51
Way Kanan,2023,11313349.15,274426.45,1244926.79,5604569.58,17970.55,-981829.89,17473412.64
Tulangbawang,2023,17284281.96,450479.64,1197527.78,10138330.38,39602.05,-912969.28,28197252.51
Pesawaran,2023,11978480.23,282853.83,1146733.09,6156141.62,31867.43,621304.02,20217380.22
Pringsewu,2023,11938904.16,248963.75,900486.46,4252672.84,290692.91,-3621674.54,14010045.58
Mesuji,2023,7648223.44,187936.81,555111.21,4027534.08,2991.54,526756.74,12948553.82
Tulang Bawang Barat,2023,9728086.98,187078.52,756431.09,4452661.34,89176.8,-823030.41,14390404.32
Pesisir Barat,2023,4090885.64,110368.92,152010.15,1284164.43,3464.32,93666.66,5734560.11
Kota Bandar Lampung,2023,45326520.04,1313507.19,11534583.16,24165185.35,657491.75,-8893607.04,74103680.46
Kota Metro,2023,5755432.31,157168.9,995810.91,1689321.15,15077.75,-747347.64,7865463.38
Bangka,2023,12141615.85,118978.4,1538895.92,4329498.73,14632.56,1155225.86,19298847.32
Belitung,2023,7400158.55,97955.97,1402610.78,3571695.29,32965.53,1004619.24,13510005.36
Bangka Barat,2023,8982298.53,98786.01,1047391.68,3544536.49,45422.93,3973426.09,17691861.73
Bangka Tengah,2023,7876502.05,97132.83,1379342.83,3198687.94,1712.81,-1126106.62,11427271.83
Bangka Selatan,2023,7300081.75,80964.84,975845.34,2992424.38,22788.98,-85.01,11372020.28
Belitung Timur,2023,5579688.87,74578.42,1188387.91,3064290.79,46385.21,608599.56,10561930.75
Kota Pangkal Pinang,2023,8883585.51,165134.37,2529584.69,5513339.64,12010.0,1705127.95,18808782.14
Karimun,2023,10806097.51,175478.76,1740966.0,6390801.46,163732.63,-2260102.01,17016974.35
Bintan,2023,13601155.34,33029.67,1962006.56,15048775.88,180188.07,-5741370.18,25083785.34
Natuna,2023,4860621.05,14821.59,2088561.92,4036858.81,32237.15,12486781.87,23519882.39
Lingga,2023,3166437.23,19790.95,1152578.73,2266483.01,30640.51,-1386172.11,5249758.32
Kepulauan Anambas,2023,2896544.41,13623.83,1767840.99,3942916.87,159690.8,10460869.04,19241485.93
Kota Batam,2023,85660429.16,476296.15,2788093.29,101753011.6,1394057.58,24025827.33,216097715.2
Kota Tanjung Pinang,2023,14968240.21,89875.75,4773706.29,9517683.47,306418.28,-6122262.13,23533661.88
Kep. Seribu,2023,3417292.69,1080273.53,560385.73,423488.94,87980.79,2644182.72,8213604.41
Kota Jakarta Selatan,2023,518168040.1,19761372.84,137033583.4,258605540.1,2661796.58,-143615599.7,792614733.3
Kota Jakarta Timur,2023,520187809.1,15067001.35,23084885.19,193908340.4,3101317.59,-163118916.0,592230437.7
Kota Jakarta Pusat,2023,201244308.9,9546381.69,216709121.9,233021556.4,1548655.65,197979335.2,860049359.9
Kota Jakarta Barat,2023,492089130.4,12657357.69,19088030.46,251406355.3,1803162.8,-191531536.8,585512499.8
Kota Jakarta Utara,2023,391501400.9,17315769.72,19214564.07,252510223.3,3102930.91,-52252046.03,631392842.9
Bogor,2023,192235614.0,1794347.92,8286421.72,61208383.97,-519281.68,26100668.7,289106154.7
Sukabumi,2023,53619341.4,450154.44,4309715.79,23278582.16,101363.62,558150.07,82317307.48
Cianjur,2023,43776404.38,142099.53,3603310.64,14926552.56,116676.7,-4173824.18,58391219.63
Bandung,2023,123098140.6,803449.42,6302597.65,29650707.23,482257.0,-6386410.47,153950741.4
Garut,2023,57323705.67,414089.12,4859843.33,18343199.14,49119.79,-8760727.21,72229229.84
Tasikmalaya,2023,38560711.25,739429.22,3767432.0,8841076.24,70695.82,-5881389.44,46097955.1
Ciamis,2023,27643317.41,493142.48,3165303.32,9304916.46,23559.16,-789198.98,39841039.85
Kuningan,2023,26627655.93,762165.4,3320623.08,7901721.04,5363.3,-6072636.46,32544892.28
Cirebon,2023,55199529.72,1232246.68,3880566.71,17130004.3,96459.39,-16229042.23,61309764.57
Majalengka,2023,28547015.74,245374.18,3196793.79,13925032.32,28713.31,-4229480.65,41713448.69
Sumedang,2023,29540805.2,678790.67,3495594.13,10111784.52,51961.0,-551787.0,43327148.51
Indramayu,2023,41855398.82,296661.97,3714164.13,16292199.04,123208.17,41278306.13,103559938.3
Subang,2023,35645444.47,389529.26,4091914.7,13742631.32,61744.21,-4239039.99,49692223.97
Purwakarta,2023,43287843.57,324269.79,2871155.46,19084627.85,27299.26,16534063.25,82129259.17
Karawang,2023,110094591.8,564830.97,5507909.48,48264792.95,129970.29,126354222.2,290916317.8
Bekasi,2023,160897275.5,606920.22,5581936.55,85584131.82,11662.59,141141051.3,393822978.0
Bandung Barat,2023,38762455.89,556399.14,3204432.02,12110421.68,50863.36,2260611.92,56945184.01
Pangandaran,2023,7990939.53,113373.66,1123803.29,3124477.05,16414.9,1887410.8,14256419.23
Kota Bogor,2023,56362061.23,958041.54,5521008.61,19739333.88,7439.56,-25584126.92,57003757.9
Kota Sukabumi,2023,12508197.47,700431.22,1626876.86,2459357.88,-2456.56,-1942697.5,15349709.36
Kota Bandung,2023,214179055.5,2282405.28,34392143.73,89038879.47,1303356.74,10088614.0,351284454.7
Kota Cirebon,2023,16266309.31,548831.57,3016558.18,6985531.22,-413485.26,2368848.51,28772593.53
Kota Bekasi,2023,130955101.8,395462.06,5066020.45,40354630.89,202682.05,-58010878.02,118963019.2
Kota Depok,2023,111087564.7,992173.18,3106748.37,47001084.09,5883.6,-74624830.35,87568623.61
Kota Cimahi,2023,28817201.59,102563.59,2045665.5,13222288.61,29887.78,-3718218.93,40499388.14
Kota Tasikmalaya,2023,19460192.04,665237.38,2782242.06,8968066.1,-55537.12,-4408772.32,27411428.14
Kota Banjar,2023,4623102.4,71493.05,1233221.9,1635357.84,4714.21,-2321240.49,5246648.9
Cilacap,2023,55223806.36,749581.72,3485410.35,27136592.18,557666.95,45272266.37,132425323.9
Banyumas,2023,44312390.91,833275.93,4973456.12,23994108.05,321582.74,-5683161.28,68751652.47
Purbalingga,2023,22166471.55,505262.63,1842421.88,6180384.9,1036875.87,-506869.95,31224546.88
Banjarnegara,2023,21081178.26,551702.94,1955288.21,5881348.44,104716.91,-2383406.95,27190827.81
Kebumen,2023,26294969.22,659760.92,2757571.47,6729204.56,951354.29,-1629056.03,35763804.43
Purworejo,2023,18282488.0,474438.7,2082670.85,5962794.07,331701.41,-3946066.54,23188026.49
Wonosobo,2023,18218378.54,474793.44,1646905.84,4340980.62,402929.85,-1754066.78,23329921.51
Magelang,2023,28620293.73,816799.12,2827644.98,11086439.74,512251.71,-3183042.7,40680386.58
Boyolali,2023,31581606.91,675634.09,2455674.97,8778791.1,473809.6,-1229963.88,42735552.79
Klaten,2023,38105009.52,844877.37,3011556.01,11502646.13,377319.03,-2567217.7,51274190.36
Sukoharjo,2023,31519498.13,577800.08,2141851.91,10388894.57,148347.7,1744857.99,46521250.38
Wonogiri,2023,26319428.6,844358.46,2453682.26,7575353.37,184626.91,-434800.2,36942649.4
Karanganyar,2023,32212511.94,654396.83,2179415.69,10646273.31,964279.87,546676.76,47203554.4
Sragen,2023,33411190.95,634709.77,2562671.83,11126100.85,906075.29,-70621.12,48570127.58
Grobogan,2023,28643869.88,661958.54,2558638.35,5700425.01,62208.6,-2868180.22,34758920.16
Blora,2023,21411250.63,486946.27,2322128.84,3695435.54,124186.05,3712978.06,31752925.39
Rembang,2023,17550635.95,387209.27,1709109.77,5413592.7,993342.1,-1924184.0,24129705.8
Pati,2023,39392368.2,712464.26,3050008.86,12261789.17,567486.54,-1208707.73,54775409.31
Kudus,2023,35508278.05,446310.19,2262300.68,17220150.28,1356060.77,64517353.46,121310453.4
Jepara,2023,33162574.54,684402.33,2514185.43,14146085.15,277594.54,-12761574.81,38023267.18
Demak,2023,25629207.02,586998.4,2506001.77,9401051.13,318684.72,-5425135.61,33016807.42
Semarang,2023,36458186.87,680730.87,3534063.65,24428239.31,573084.39,-4390122.59,61284182.5
Temanggung,2023,19401679.25,501845.54,1736114.87,4446332.83,1094243.04,-267891.32,26912324.21
Kendal,2023,31378724.42,567015.73,2288994.33,14358968.2,553212.36,5213446.42,54360361.46
Batang,2023,19431907.79,454624.38,1675624.23,7311354.39,554342.71,-1541254.36,27886599.15
Pekalongan,2023,21477016.92,517786.07,2011301.01,6731381.74,564525.21,-3190008.88,28112002.07
Pemalang,2023,25947604.67,607274.91,2343200.68,4261217.06,165405.87,-969679.37,32355023.82
Tegal,2023,36247937.03,682992.9,2548366.94,10138927.71,393332.33,-5571271.12,44440285.79
Brebes,2023,44411288.61,821944.77,2946392.49,7276003.28,209920.28,1933608.02,57599157.45
Kota Magelang,2023,6169827.23,160980.35,1720186.95,5206113.09,120157.11,-2394528.19,10982736.54
Kota Surakarta,2023,30938002.52,377745.76,4987952.26,37895289.44,404306.31,-14117532.74,60485763.55
Kota Salatiga,2023,10533340.84,180220.81,1391990.19,7143445.46,168397.5,-2644303.18,16773091.62
Kota Semarang,2023,101968259.7,1992289.53,25578275.84,148552561.4,1377940.82,-30566720.53,248902606.8
Kota Pekalongan,2023,9009785.84,184862.44,1095976.83,5146620.87,41808.95,-1734830.88,13744224.05
Kota Tegal,2023,9885566.52,166039.79,1464586.6,8325258.03,97342.96,-776552.07,19162241.83
Kulon Progo,2023,8957052.96,467506.79,2058966.68,8073340.59,54529.65,-3764189.2,15847207.47
Bantul,2023,24015566.32,1065117.33,4049662.98,8744816.91,214717.63,-4078294.45,34011586.73
Gunung Kidul,2023,16426549.9,307175.75,3564848.8,7494102.65,231447.93,-3047814.92,24976310.1
Sleman,2023,37025066.08,1209509.15,7552158.48,23227246.99,790535.17,-10372979.62,59431536.25
Kota Yogyakarta,2023,25391682.15,2401057.58,8347117.96,11963603.2,458387.54,-2369346.43,46192502.0
Pacitan,2023,15021272.95,423332.08,1591075.49,8324281.64,24432.58,-5893893.46,19490501.28
Ponorogo,2023,18275670.38,622340.8,2234886.61,6919568.41,19812.52,-2824497.06,25247781.66
Trenggalek,2023,16505807.73,928847.74,1958290.82,4264635.44,9557.24,-927088.41,22740050.56
Tulungagung,2023,33891669.72,820320.69,2767248.62,13449498.81,36882.81,-3001184.73,47964435.91
Blitar,2023,31191047.71,975760.78,2861656.91,12125943.36,26116.84,-2288796.51,44891729.08
Kediri,2023,37371279.94,1232859.33,3049885.52,16680106.49,269192.46,-7965169.49,50638154.24
Malang,2023,84362397.67,3300153.6,4261936.88,40880151.54,107655.65,-4539080.31,128373215.0
Lumajang,2023,28422570.47,474494.98,1979306.68,8616189.13,785669.01,-205453.26,40072777.01
Jember,2023,67203363.97,1763527.43,3781076.22,17706814.99,2179729.04,2655282.44,95289794.1
Banyuwangi,2023,67124859.93,1575010.59,5763800.84,31637762.81,287974.54,-5092786.16,101296622.5
Bondowoso,2023,19010306.6,456026.16,1855138.47,6600549.14,150203.83,-3298863.05,24773361.15
Situbondo,2023,18170259.54,341090.88,2085359.43,5670371.62,101212.41,-1143311.26,25224982.6
Probolinggo,2023,29953687.97,464558.92,2171983.5,11362163.97,104524.6,-1679994.07,42376924.9
Pasuruan,2023,113054668.1,1339931.79,2985460.36,56501142.8,1124891.7,11940079.28,186946174.0
Sidoarjo,2023,149031827.6,3159840.51,14765378.69,80377756.91,1457639.62,24905630.18,273698073.5
Mojokerto,2023,58356894.93,1267220.43,2245608.55,28572871.48,1021509.52,12900136.2,104364241.1
Jombang,2023,37682645.93,1349259.83,2967426.2,15643133.84,618167.07,-8276151.33,49984481.54
Nganjuk,2023,24570808.43,521280.6,2335920.03,9622879.81,617057.61,-4020998.48,33646948.0
Madiun,2023,17481165.4,471306.14,1802425.7,7861862.57,247953.7,-4031705.77,23833007.74
Magetan,2023,17570172.85,275651.78,1935128.28,5304845.03,75351.29,-2238871.87,22922277.36
Ngawi,2023,18106590.07,280719.2,2110924.37,5383219.34,52466.1,-1609269.67,24324649.4
Bojonegoro,2023,41416680.71,329314.72,2619686.65,20181053.68,213988.78,32761424.44,97522148.97
Tuban,2023,43838676.79,669155.89,2871749.53,29916808.11,429574.59,4134095.12,81860060.03
Lamongan,2023,35816162.05,1217541.62,2739204.29,15114962.25,120770.92,-6081338.56,48927302.56
Gresik,2023,107271835.6,1256643.47,3471628.51,41510389.26,4056810.93,18503782.13,176071089.9
Bangkalan,2023,20802808.49,318267.07,1975937.99,9203502.05,385543.79,-4946031.21,27740028.17
Sampang,2023,16413875.12,396184.83,1886390.77,6724161.82,5214.35,-1339175.28,24086651.6
Pamekasan,2023,14845782.37,310089.25,2103240.21,6202689.21,140414.86,-2720963.59,20881252.31
Sumenep,2023,30720745.23,399355.04,2571092.74,10571001.38,2087.75,-1416309.74,42847972.4
Kota Kediri,2023,29086684.53,341196.43,1644223.28,25583006.51,2823817.51,100271008.3,159749936.6
Kota Blitar,2023,5750116.9,95663.04,1563086.24,1663626.45,2593.46,-559928.73,8515157.37
Kota Malang,2023,63645884.85,511585.49,2415861.28,32919945.33,745063.66,-7184905.77,93053434.84
Kota Probolinggo,2023,10460408.48,243473.73,1239655.74,2487573.87,16383.93,-151024.4,14296471.35
Kota Pasuruan,2023,7460681.92,292067.36,1051122.07,2115144.95,2100.65,-521228.65,10399888.3
Kota Mojokerto,2023,6004657.7,75126.7,1089460.58,2713435.6,366.07,-1844389.46,8038657.18
Kota Madiun,2023,12629632.51,211734.08,1235292.44,3670606.29,258320.75,-749356.13,17256229.94
Kota Surabaya,2023,431978167.6,6223495.55,23756117.19,191005511.7,6874939.37,55456475.77,715294707.2
Kota Batu,2023,13680575.72,504666.36,1360877.12,6438581.09,878.88,-1461259.64,20524319.54
Pandeglang,2023,22865873.59,541493.74,2645031.56,2828051.8,8306.93,5129300.21,34018057.83
Lebak,2023,25860333.16,633015.63,2709299.35,2184894.62,47.44,4183405.53,35570995.73
Tangerang,2023,88641195.83,811729.66,6001089.65,46853056.17,49843.77,30945748.91,173302664.0
Serang,2023,50856908.65,567127.84,2527214.65,37131542.1,15761.1,3981883.2,95080437.53
Kota Tangerang,2023,115605172.2,490712.39,4182987.34,69910134.04,53162.35,16355167.87,206597336.2
Kota Cilegon,2023,26323123.18,73987.65,1909247.08,59707989.18,1878.02,41516199.27,129532424.4
Kota Serang,2023,27328600.97,130879.87,11622518.53,14337813.33,-4224.79,-13577398.1,39838189.82
Kota Tangerang Selatan,2023,72285425.38,197808.35,1579862.74,48343163.65,-94523.37,-17924050.37,104387686.4
Jembrana,2023,8792292.92,308813.15,1646861.39,3835990.21,21223.05,1007696.23,15612876.95
Tabanan,2023,15508268.03,484981.4,2647096.54,4792399.99,10842.68,2087340.31,25530928.95
Badung,2023,30157921.72,448840.02,4800634.64,22116276.72,57301.67,10816587.13,68397561.91
Gianyar,2023,17185489.95,354082.72,2203800.72,10309515.43,17375.66,459151.79,30529416.26
Klungkung,2023,5671144.63,176457.29,1519188.14,3007068.37,7968.09,-301611.15,10080215.38
Bangli,2023,5032804.79,162430.43,1337175.52,2866083.05,8524.17,-1498708.45,7908309.5
Karangasem,2023,11972213.95,448264.61,1783490.88,2682798.63,15022.12,2072885.23,18974675.4
Buleleng,2023,21427081.36,836361.07,3559733.64,9007782.79,21440.01,3498707.23,38351106.1
Kota Denpasar,2023,30704584.51,1135018.72,8340083.46,19066386.23,40100.81,814127.92,60100301.66
Lombok Barat,2023,13326046.56,395705.09,2558965.82,6604496.4,45691.58,-4809898.39,18121007.06
Lombok Tengah,2023,14789221.32,263616.98,2611031.69,10646118.35,19939.43,-7079303.08,21250624.69
Lombok Timur,2023,17902459.84,780343.52,3424382.64,9226325.3,90797.73,-6846567.95,24577741.08
Sumbawa,2023,12043890.75,254870.07,2216374.29,7133049.6,51811.26,-4189563.15,17510432.82
Dompu,2023,5687507.57,136871.36,1916272.3,3370827.01,16637.76,-2617460.07,8510655.92
Bima,2023,9312780.9,221802.41,2490707.84,5293127.2,33229.52,-3404985.58,13946662.28
Sumbawa Barat,2023,4150415.58,170090.27,1541444.6,6647661.25,35990.65,17096071.16,29641673.52
Lombok Utara,2023,4137580.22,80419.74,1426866.05,2265076.94,17173.61,-2368330.26,5558786.31
Kota Mataram,2023,13988147.85,328648.41,3354470.89,8710957.42,29243.77,-3630505.95,22780962.39
Kota Bima,2023,3187169.72,101267.97,1578436.46,1734011.21,-1063.78,-1613501.75,4986319.82
