,Kabupaten/Kota,Tahun,Pengeluaran Konsumsi Rumah Tangga,Pengeluaran Konsumsi LNPRT,Pengeluaran Konsumsi Pemerintah,Pembentukan Modal Tetap Bruto,Perubahan Inventori,Net Ekspor,PDRB
520,Aceh Barat,2020,4001567.39,205085.82,1266981.74,3994965.35,91156.52,-1450523.56,8109233.27
521,Aceh Besar,2020,9648196.53,62659.18,2186238.76,4982532.72,163921.09,-3714082.99,13329465.29
522,Pidie,2020,7501604.6,281264.74,2113226.53,3353379.67,-7261.29,-2483408.56,10758805.68
523,Bireuen,2020,9045836.08,267825.67,1890588.81,3285721.69,127077.09,-1532681.29,13084368.05
524,Aceh Utara,2020,11252343.3,429832.91,2650743.58,6588649.59,94509.26,-1313431.89,19702646.76
525,Aceh Barat Daya,2020,2310564.68,61388.66,807325.99,2489423.98,13819.63,-1765103.09,3917419.85
526,Gayo Lues,2020,1392549.86,80469.64,880178.4,1155362.88,60549.19,-875844.22,2693265.75
527,Aceh Tamiang,2020,4897312.47,136823.15,1148786.39,2641804.41,1084.61,-1313116.86,7512694.16
528,Nagan Raya,2020,3419584.61,177190.41,910377.93,2874300.99,2567.68,272544.39,7656566.01
529,Aceh Jaya,2020,1414826.1,57811.48,898839.95,1527730.01,-44.93,-1273428.36,2625734.25
530,Bener Meriah,2020,2385222.68,101475.85,865016.2,2227984.78,4225.69,-1056109.11,4527816.08
531,Pidie Jaya,2020,2701822.6,159923.55,824380.09,1375890.35,-6192.32,-1555458.04,3500366.23
532,Kota Banda Aceh,2020,11170963.03,324470.14,7897883.0,4664913.28,143853.02,-5700454.34,18501628.13
533,Kota Sabang,2020,825842.18,93811.81,933412.05,1057340.67,37482.68,-1416482.29,1531407.09
534,Kota Langsa,2020,3647527.93,136373.59,1018725.26,2047957.12,20271.04,-1596833.48,5274021.46
535,Kota Lhokseumawe,2020,4769250.65,125433.47,1476648.71,4360765.41,84864.38,-1949696.13,8867266.49
536,Kota Subulussalam,2020,1310238.88,56026.16,580477.71,1054990.63,-29818.6,-1168236.36,1803678.42
537,Nias,2020,3741229.42,154617.82,857112.11,999907.43,12615.38,-1724564.82,4040917.36
538,Mandailing Natal,2020,8990282.87,216923.49,2161041.22,3066028.09,462168.55,-1053443.88,13843000.34
539,Tapanuli Selatan,2020,6773670.89,102711.07,1489422.01,5300527.44,167120.45,808705.65,14642157.51
540,Tapanuli Tengah,2020,6855288.08,214729.47,1020249.57,1887365.73,108984.25,52216.33,10138833.43
541,Tapanuli Utara,2020,5261941.29,399925.4,1302943.37,3585988.32,210704.14,-2487068.9,8274433.62
542,Toba Samosir,2020,4287304.65,131034.86,1137244.43,1620298.66,109048.68,560489.88,7845421.15
543,Labuhan Batu,2020,15724872.93,226991.85,1336028.45,7863203.76,1122790.66,8379291.1,34653178.75
544,Asahan,2020,20826849.14,464000.64,2204378.46,10727107.28,567630.51,3901855.22,38691821.26
545,Simalungun,2020,21908667.72,441827.33,2437657.76,10070000.2,493273.55,4089918.76,39441345.33
546,Dairi,2020,5204656.57,229758.29,1057332.34,2576946.27,220589.18,28628.74,9317911.39
547,Karo,2020,11229950.3,359356.79,1908850.51,6610301.1,859770.98,6344.33,20974574.01
548,Deli Serdang,2020,64567218.68,594009.08,3942807.86,36862781.74,1598813.27,2579613.92,110145244.5
549,Langkat,2020,25689946.29,429361.36,3324286.53,10088065.37,999183.24,2677154.79,43207997.58
550,Nias Selatan,2020,5654010.28,191149.87,1898501.66,1717949.51,376378.71,-2673722.74,7164267.29
551,Humbang Hasundutan,2020,3488517.94,107627.61,1046544.88,1392089.37,45240.68,43434.76,6123455.25
552,Pakpak Bharat,2020,669363.34,11801.02,358066.62,371131.93,5562.83,-204573.71,1211352.02
553,Samosir,2020,2668776.41,108954.35,978445.11,630465.63,194902.33,-38691.34,4542852.48
554,Serdang Bedagai,2020,16035578.64,341680.59,2472027.55,7264108.58,669485.81,1819575.06,28602456.24
555,Batu Bara,2020,14297541.36,285496.65,1857901.64,6834351.33,850156.81,10862193.96,34987641.76
556,Padang Lawas Utara,2020,7203404.71,156395.39,1013510.34,2870625.37,75547.72,870191.71,12189675.24
557,Padang Lawas,2020,5577058.81,113052.62,842856.42,2666483.63,56608.66,2741041.06,11997101.2
558,Labuhan Batu Selatan,2020,12841917.05,144376.95,1053968.55,7515105.55,1024002.63,5619597.57,28198968.3
559,Labuhan Batu Utara,2020,11538390.91,222748.15,1242517.82,6720868.34,624219.61,4842499.39,25191244.23
560,Nias Utara,2020,2835073.21,59415.12,763879.55,1126359.69,112587.69,-1187279.36,3710035.91
561,Nias Barat,2020,1497499.32,79226.84,466654.51,535659.42,85033.5,-741538.37,1922535.21
562,Kota Sibolga,2020,3345034.33,106318.54,673905.4,1045305.76,115550.05,319352.43,5605466.51
563,Kota Tanjung Balai,2020,4768550.53,120529.31,905800.5,2956590.75,323916.1,105150.96,9180538.15
564,Kota Pematang Siantar,2020,8148938.97,383802.58,1537867.17,3453658.18,433853.04,-38030.17,13920089.77
565,Kota Tebing Tinggi,2020,4194447.8,22262.04,1120310.45,2284372.44,67686.16,-1639915.77,6049163.1
566,Kota Medan,2020,106209556.7,746447.14,9729731.98,98713272.5,2391678.49,24407554.81,242198241.7
567,Kota Binjai,2020,6854458.9,171802.41,724369.73,3791702.26,137588.71,89143.11,11769065.12
568,Kota Padangsidimpuan,2020,4048489.22,221963.92,1246838.05,2343552.04,79305.82,-1461486.16,6478662.9
569,Kota Gunungsitoli,2020,3983191.69,119374.34,526918.33,1659065.36,16832.62,-529267.46,5776114.88
570,Kepulauan Mentawai,2020,2368836.86,41610.66,778184.14,1394199.75,628.91,63638.85,4647099.18
571,Pesisir Selatan,2020,7432020.06,158856.35,1602323.11,4184544.27,17369.24,700864.59,14095977.62
572,Solok,2020,7493122.86,121201.94,1425313.4,4192186.7,9262.74,340880.94,13581968.58
573,Sijunjung,2020,4948219.11,74286.86,931024.78,2999131.97,9859.67,174037.32,9136559.73
574,Tanah Datar,2020,7492535.89,165516.62,1504784.44,4127989.39,3618.84,-271337.58,13023107.59
575,Padang Pariaman,2020,10683044.18,227226.65,1685832.97,5954113.36,1644.36,-617046.92,17934814.6
576,Agam,2020,11189357.83,232752.44,1597931.83,6003456.2,1095.88,1351976.07,20376570.25
577,Lima Puluh Kota,2020,8402203.28,170764.75,1387114.73,4789530.07,1494.45,790393.53,15541500.82
578,Pasaman,2020,4786526.01,101634.17,1040051.27,2746349.09,6929.93,288233.55,8969724.02
579,Solok Selatan,2020,3056933.49,66816.77,660268.43,1656231.64,860.0,89443.26,5530553.59
580,Dharmasraya,2020,5811097.14,107413.16,912437.57,3080437.21,2417.07,329472.11,10243274.28
581,Pasaman Barat,2020,8694125.05,192107.52,1368795.0,4772051.04,721.84,225200.39,15253000.84
582,Kota Padang,2020,31463857.33,706582.32,9165918.11,18233665.01,63500.32,2547482.99,62181006.08
583,Kota Solok,2020,2102973.93,43398.89,662414.76,1081284.83,436.75,151130.67,4041639.82
584,Kota Sawah Lunto,2020,2059425.35,42044.86,655959.69,962440.02,9574.22,-72853.16,3656590.97
585,Kota Padang Panjang,2020,1853430.83,39946.22,628484.46,1084773.12,15268.13,-148671.84,3473230.92
586,Kota Bukittinggi,2020,4725193.55,84935.71,1144444.9,2391092.36,23189.24,258677.73,8627533.47
587,Kota Payakumbuh,2020,3249551.22,63542.7,833278.78,1745602.45,185347.32,749772.31,6827094.79
588,Kota Pariaman,2020,2662263.45,59148.73,664077.72,1397833.77,8948.68,201821.25,4994093.59
589,Kuantan Singingi,2020,14524545.16,182795.68,1442835.06,15557276.31,153470.42,1822647.84,33683570.47
590,Indragiri Hulu,2020,17280381.74,255151.78,1585508.35,16697983.68,584372.7,6046301.69,42449699.95
591,Indragiri Hilir,2020,28900566.52,453164.49,1859739.7,15550875.54,93699.59,18185466.02,65043511.86
592,Pelalawan,2020,14903824.92,197807.65,1272730.16,8989336.16,1606932.07,23710431.96,50681062.93
593,Siak,2020,20686820.8,266404.95,1965546.78,20430647.3,1118637.51,32539160.93,77007218.27
594,Kampar,2020,36541586.76,474601.77,2746194.72,28074553.89,1825865.63,3338995.52,73001798.29
595,Rokan Hulu,2020,23669449.85,335040.16,1451141.73,9021333.94,556264.56,1053772.78,36087003.01
596,Bengkalis,2020,28780548.49,380080.1,3229845.71,24639481.58,270104.52,57283934.28,114583994.7
597,Rokan Hilir,2020,24685084.14,395970.4,1822377.9,7878642.51,1993677.8,31116609.96,67892362.7
598,Kepulauan Meranti,2020,7184019.37,158183.92,603313.87,4582762.47,74119.16,5463788.41,18066187.19
599,Kota Pekanbaru,2020,60753450.52,1329320.38,9134952.33,96579181.5,2319677.98,-54629681.32,115486901.4
600,Kota Dumai,2020,12243569.55,174918.49,2151366.57,16210568.19,1571734.11,3961573.16,36313730.07
601,Kerinci,2020,5576934.31,62635.11,1251291.57,2243379.74,31324.29,1294706.13,10460271.15
602,Merangin,2020,9677640.28,57739.65,1208817.09,3795824.05,51902.37,878957.46,15670880.89
603,Sarolangun,2020,8402795.77,85462.53,984177.43,5711958.38,38816.74,-793786.6,14429424.24
604,Batang Hari,2020,8151036.47,68550.04,1138927.09,3864436.23,72549.87,3097304.61,16392804.31
605,Muaro Jambi,2020,10563430.58,111146.72,1794930.35,4336269.59,353566.35,7223044.79,24382388.38
606,Tanjung Jabung Timur,2020,6209013.18,91217.51,1268454.77,3616086.92,140685.82,8237808.72,19563266.92
607,Tanjung Jabung Barat,2020,9782987.23,84102.19,1108242.41,5326057.47,353678.89,20478785.85,37133854.04
608,Tebo,2020,8255833.54,101389.07,960823.83,3544010.13,63864.0,1812063.74,14737984.32
609,Bungo,2020,9957433.59,107055.88,1196063.46,5676438.62,125400.14,243361.56,17305753.26
610,Kota Jambi,2020,17679415.85,484446.38,6495212.7,6862879.12,139036.86,-2195841.08,29465149.83
611,Kota Sungai Penuh,2020,3358065.97,46395.9,518707.13,1891328.84,110277.17,1637473.3,7562248.32
612,Ogan Komering Ulu,2020,10248208.55,219089.6,1222316.08,5796093.37,-65318.57,-2605299.41,14815089.63
613,Ogan Komering Ilir,2020,18727709.02,446015.4,2203465.92,8873201.9,-174566.94,-783859.75,29291965.54
614,Muara Enim,2020,35807627.04,1081425.31,2421960.76,15770486.34,-1057218.95,3469272.69,57493553.19
615,Lahat,2020,12995508.63,305343.61,2904279.61,6112306.06,-186317.46,-4900549.16,17230571.29
616,Musi Rawas,2020,13719632.76,251325.5,1710629.19,5371208.52,-225728.33,-1589716.28,19237351.36
617,Musi Banyuasin,2020,46515449.21,1232910.44,3997609.85,20523033.22,-587561.69,-5737556.34,65943884.71
618,Banyu Asin,2020,19646544.92,390988.56,2034519.75,8216316.74,50859.35,-1238618.24,29100611.08
619,Ogan Komering Ulu Selatan,2020,5911409.48,105895.89,1141299.93,2877065.25,97035.2,-1160974.96,8971730.78
620,Ogan Komering Ulu Timur,2020,10901923.72,180050.44,1540357.95,5189849.45,706.87,-2530347.94,15282540.5
621,Ogan Ilir,2020,7025849.61,158200.57,1432354.44,3307847.86,843.12,-596618.89,11328476.71
622,Empat Lawang,2020,3228619.83,88775.63,834458.26,1666386.88,7818.54,-741907.45,5084151.68
623,Penukal Abab Lematang Ilir,2020,4785157.42,132176.04,342834.72,2349117.53,47193.87,-526749.61,7129729.96
624,Musi Rawas Utara,2020,5565547.28,100864.44,665297.57,2161132.24,90252.41,-1388946.22,7194147.71
625,Kota Palembang,2020,92097719.06,1871778.87,7896393.23,67496034.29,45538.74,-14203552.39,155203911.8
626,Kota Prabumulih,2020,5137769.35,125641.0,969707.99,3177429.68,3623.97,-1546848.84,7867323.17
627,Kota Pagar Alam,2020,2258357.33,55102.83,467801.92,1082866.42,-29060.03,-1004714.99,2830353.47
628,Kota Lubuklinggau,2020,4176254.86,105990.19,803457.08,2938917.15,73114.43,-1379752.19,6717981.52
629,Bengkulu Selatan,2020,3537664.64,145767.09,1209914.92,2282683.9,34414.19,-1390669.64,5819775.1
630,Rejang Lebong,2020,6014875.36,186462.79,1217866.93,3280674.61,123839.25,-1286420.17,9537298.77
631,Bengkulu Utara,2020,5417776.78,146950.56,1232749.18,3723192.48,116095.79,-2220449.47,8416315.32
632,Kaur,2020,2344640.02,88701.0,774509.34,2157670.56,22965.58,-1776149.76,3612336.74
633,Seluma,2020,3009164.88,70109.7,852384.87,2678050.41,94160.64,-1973425.1,4730445.4
634,Mukomuko,2020,3390870.41,126083.22,820735.59,2938112.23,83296.76,-2092149.48,5266948.73
635,Lebong,2020,2252629.83,111244.14,731039.39,2080994.83,12847.36,-1787893.35,3400862.2
636,Kepahiang,2020,2778164.44,123649.58,729622.84,1944395.42,81744.88,-1247764.87,4409812.3
637,Bengkulu Tengah,2020,2923525.82,63908.52,575921.26,2119914.54,61862.99,-1073029.06,4672104.07
638,Kota Bengkulu,2020,14400379.13,645463.16,6244188.0,7005089.94,394552.84,-5191178.22,23498494.85
639,Lampung Barat,2020,5588001.21,199716.82,1331182.82,2641201.46,14811.76,-2643020.54,7131893.53
640,Tanggamus,2020,11030427.9,243967.49,1650484.14,3853351.27,52072.09,-1362647.04,15467655.86
641,Lampung Selatan,2020,24846395.95,625459.33,2144861.5,16129379.75,450758.92,96149.17,44293004.62
642,Lampung Timur,2020,26458655.83,682311.25,2435484.25,13062131.03,-145079.21,-1820438.46,40673064.7
643,Lampung Tengah,2020,38058277.25,946845.79,2565840.73,24235405.55,856605.52,4407444.75,71070419.6
644,Lampung Utara,2020,14585472.1,737502.72,1672599.18,7788142.38,2324.59,-1020122.02,23765918.96
645,Way Kanan,2020,8940774.58,214898.37,1129511.21,4506260.38,26639.61,-832562.44,13985521.71
646,Tulangbawang,2020,13631492.3,354352.51,1119815.94,8091216.68,34497.47,-149217.56,23082157.34
647,Pesawaran,2020,9325112.5,225106.28,1119807.35,5029773.76,182342.4,329596.63,16211738.92
648,Pringsewu,2020,9505364.21,194066.09,870848.3,3424248.99,169108.41,-2997473.48,11166162.52
649,Mesuji,2020,6001822.42,148760.38,514565.35,3152796.97,4096.34,568712.35,10390753.81
650,Tulang Bawang Barat,2020,7596769.24,144708.55,685803.41,3661790.12,51864.0,-720594.31,11420341.01
651,Pesisir Barat,2020,3279169.86,87024.0,146502.28,1017882.66,11084.55,135879.34,4677542.69
652,Kota Bandar Lampung,2020,36128238.46,1000935.56,11251508.35,19053611.2,188373.22,-8753230.07,58869436.72
653,Kota Metro,2020,4555755.74,122743.56,969059.49,1360856.69,23585.41,-742457.95,6289542.94
654,Bangka,2020,10039581.02,96352.35,1297546.94,3383436.36,9808.64,-893787.62,13932937.7
655,Belitung,2020,5984721.2,81267.65,1205876.91,2868287.55,10444.6,-323777.0,9826820.91
656,Bangka Barat,2020,7730736.38,85334.0,908156.96,2856345.92,7462.52,1826943.95,13414979.73
657,Bangka Tengah,2020,6545245.78,78659.94,1148962.99,2581689.33,3983.92,-1911521.41,8447020.56
658,Bangka Selatan,2020,6219753.5,65681.01,806999.38,2559634.15,10343.24,-983336.46,8679074.82
659,Belitung Timur,2020,4664349.95,61717.12,1007569.38,2373513.83,8362.12,-281773.75,7833738.65
660,Kota Pangkal Pinang,2020,7272117.83,138465.51,2175203.36,4361297.69,9015.54,-501451.19,13454648.74
661,Karimun,2020,8636975.42,144598.56,1644001.45,5069368.5,12751.74,-2197065.49,13310630.17
662,Bintan,2020,11001203.26,26609.22,1781742.08,12333302.08,11270.28,-4410429.3,20743697.61
663,Natuna,2020,3976342.02,12878.39,1998921.08,3524374.36,8527.31,8884870.06,18405913.23
664,Lingga,2020,2646028.97,16454.42,967024.41,1696642.42,6410.99,-1040127.87,4292433.34
665,Kepulauan Anambas,2020,2258450.41,11754.36,1512073.5,3167500.67,5140.0,7498662.8,14453581.75
666,Kota Batam,2020,66091193.96,366427.29,2523815.7,76698358.12,23312.46,15661074.76,161364182.3
667,Kota Tanjung Pinang,2020,12159873.68,74589.14,3845144.26,8933024.13,13915.73,-5361534.54,19665012.39
668,Kep. Seribu,2020,2742887.94,843605.84,555156.89,349973.16,-131670.15,2056532.0,6416485.68
669,Kota Jakarta Selatan,2020,416834983.5,15672181.84,132514185.8,213708904.3,-5721422.57,-129446981.0,643561851.9
670,Kota Jakarta Timur,2020,418930920.4,11990785.76,23311204.56,159708185.3,-16225141.44,-127720923.9,469995030.7
671,Kota Jakarta Pusat,2020,161285048.9,7606688.54,217606132.0,190607715.6,-4295396.69,127980522.7,700790711.0
672,Kota Jakarta Barat,2020,396004759.0,10020745.76,19445429.23,206809884.7,-7661857.99,-155565659.2,469053301.5
673,Kota Jakarta Utara,2020,315430712.9,13778079.29,19686370.6,208797599.0,-24439680.11,-36583394.18,496669687.6
674,Bogor,2020,158114064.3,1428627.52,7378788.92,48598399.83,1341140.97,19026236.33,235887257.9
675,Sukabumi,2020,43796961.28,342660.42,3796866.73,18159546.18,1292217.27,73921.1,67462172.98
676,Cianjur,2020,36226777.0,111836.0,3247002.44,11131744.56,557243.06,-3739136.38,47535466.67
677,Bandung,2020,99719667.09,589507.25,5564778.89,23516693.93,1267319.86,-7055189.25,123602777.8
678,Garut,2020,46572852.85,318929.6,4205497.75,13810413.49,763979.5,-7628499.06,58043174.12
679,Tasikmalaya,2020,31578074.23,573086.52,3303881.51,7175686.4,821819.95,-6009100.86,37443447.75
680,Ciamis,2020,22062545.25,386253.58,2777615.87,7356659.15,408958.79,-1017627.61,31974405.03
681,Kuningan,2020,21054337.59,606198.79,3030977.45,5904433.04,270228.19,-5247308.42,25618866.65
682,Cirebon,2020,44189185.06,945035.14,3527796.28,14704553.35,829662.15,-14634669.07,49561562.9
683,Majalengka,2020,23135001.2,188750.65,2808044.75,10947530.87,508122.33,-5408232.75,32179217.04
684,Sumedang,2020,24372637.94,522765.63,3148243.68,8091987.36,648043.76,-1294595.7,35489082.66
685,Indramayu,2020,34608234.44,241094.77,3369697.83,12328942.81,1464640.97,27273618.83,79286229.64
686,Subang,2020,29571802.75,314109.03,3711591.92,10103626.93,635036.25,-4187848.79,40148318.1
687,Purwakarta,2020,35289460.37,261993.83,2673528.3,14711075.46,897835.39,13137696.8,66971590.15
688,Karawang,2020,88952253.96,456738.68,5233805.14,35891517.55,2009048.22,90878715.08,223422078.6
689,Bekasi,2020,126262021.7,512240.52,5355490.84,64471253.52,1888408.97,119144408.8,317633824.3
690,Bandung Barat,2020,31260367.8,443138.18,2948568.99,9354539.55,661739.37,1810542.71,46478896.6
691,Pangandaran,2020,6568047.8,93043.93,1046353.4,2531366.21,278034.36,981388.77,11498234.46
692,Kota Bogor,2020,45013833.61,765207.43,4952118.36,14605097.61,855786.02,-20280178.9,45911864.14
693,Kota Sukabumi,2020,9860163.15,550329.48,1435190.83,1913675.08,203971.56,-1561789.51,12401540.58
694,Kota Bandung,2020,170404810.8,1718522.13,30779265.97,72270250.21,4771336.34,3682555.74,283626741.1
695,Kota Cirebon,2020,13072951.49,462069.57,2802970.94,6098724.72,613731.67,378343.66,23428792.05
696,Kota Bekasi,2020,109145581.1,324813.38,4564293.62,33256329.6,1617116.95,-52415856.09,96492278.57
697,Kota Depok,2020,88960304.68,793974.23,2721714.81,36626317.42,1144182.51,-59860162.93,70386330.72
698,Kota Cimahi,2020,23316589.8,75288.08,1806895.93,10068156.44,493100.45,-3549351.67,32210679.03
699,Kota Tasikmalaya,2020,15559840.04,508265.84,2359901.88,6837085.7,283755.8,-3959489.87,21589359.4
700,Kota Banjar,2020,3831387.1,55131.54,1131313.94,1324046.77,82523.35,-1979284.07,4445118.63
701,Cilacap,2020,45025977.21,582627.06,3121203.24,22137165.68,486088.86,33189597.5,104542659.5
702,Banyumas,2020,35870460.21,644374.69,4367657.23,19559341.48,164292.06,-6924013.3,53682112.37
703,Purbalingga,2020,17828879.16,393518.39,1696226.68,5139273.26,855858.32,-820073.53,25093682.28
704,Banjarnegara,2020,16648148.48,419139.52,1769823.12,4804135.47,81025.81,-2027896.63,21694375.77
705,Kebumen,2020,20715265.57,517264.28,2484186.22,5543124.2,817140.18,-2062074.75,28014905.7
706,Purworejo,2020,14602691.18,378993.46,1895465.05,4864594.49,244275.39,-3339534.55,18646485.02
707,Wonosobo,2020,14578399.31,368019.13,1499759.59,3591407.23,345881.54,-1544787.73,18838679.07
708,Magelang,2020,23435081.02,663166.12,2534883.09,9120314.65,370981.48,-3662396.26,32462030.1
709,Boyolali,2020,25524126.45,515800.43,2134736.2,6785806.9,398980.04,-2671860.12,32687589.9
710,Klaten,2020,30093896.22,649584.75,2739242.38,8288502.39,237106.98,-2068692.34,39939640.38
711,Sukoharjo,2020,25431000.96,435379.49,1971593.93,8684869.91,102489.01,265200.12,36890533.42
712,Wonogiri,2020,20608079.14,622172.03,2224178.6,6115102.17,183314.22,-586314.63,29166531.53
713,Karanganyar,2020,25547434.71,489785.0,1946117.73,8388090.17,661089.69,-9063.91,37023453.39
714,Sragen,2020,26404317.87,487749.27,2265277.69,8670737.21,606631.76,-583723.12,37850990.68
715,Grobogan,2020,22999723.4,525825.3,2438243.88,4386735.99,51201.28,-3132985.34,27268744.5
716,Blora,2020,16904412.81,374924.7,2155491.1,2815616.79,100838.31,1652926.35,24004210.06
717,Rembang,2020,13613167.54,295039.34,1586857.68,4194874.67,732138.02,-1478428.45,18943648.8
718,Pati,2020,30938290.6,546592.85,2798694.97,9861663.18,402466.5,-1259142.28,43288565.81
719,Kudus,2020,27855583.25,346114.82,2038753.59,13986290.57,1261150.12,64050666.25,109538558.6
720,Jepara,2020,26156310.76,531692.58,2297825.34,11402952.95,186078.7,-10399689.79,30175170.54
721,Demak,2020,20062713.16,443545.43,2259423.43,7508313.57,231067.81,-3958996.99,26546066.41
722,Semarang,2020,28696720.41,537068.8,3268028.29,20044300.44,407253.88,-3906655.25,49046716.57
723,Temanggung,2020,15586213.11,389851.21,1572142.75,3533134.76,738044.59,-262309.28,21557077.14
724,Kendal,2020,25246209.75,427221.28,2074341.45,11760182.31,447826.34,2630405.56,42586186.69
725,Batang,2020,15568041.1,352637.8,1527434.99,6116316.15,421481.68,-2364548.9,21621362.81
726,Pekalongan,2020,17294592.16,390400.09,1791438.21,5237970.53,406175.39,-2317385.88,22803190.5
727,Pemalang,2020,20951857.46,464381.63,2081355.45,3524219.0,195116.85,-1396117.05,25820813.34
728,Tegal,2020,29193935.73,517536.33,2310833.44,8292481.12,280053.23,-5294861.98,35299977.86
729,Brebes,2020,35732531.27,635851.36,2675414.73,6158319.68,65943.83,1790534.73,47058595.6
730,Kota Magelang,2020,4987232.7,119069.55,1552136.57,4328126.24,88254.69,-2361661.21,8713158.54
731,Kota Surakarta,2020,24540847.18,288158.68,4566198.15,30617430.67,300062.23,-12690876.38,47621820.53
732,Kota Salatiga,2020,8539315.57,136711.49,1251531.67,6284915.05,126239.64,-3066872.06,13271841.36
733,Kota Semarang,2020,79647650.13,1437726.95,23103383.48,124161147.2,942294.74,-40560508.68,188731693.9
734,Kota Pekalongan,2020,7355262.46,141629.35,994283.14,4130963.43,30123.67,-1803389.18,10848872.87
735,Kota Tegal,2020,8011295.78,128094.61,1318488.45,6832546.17,67555.05,-1133295.44,15224684.62
736,Kulon Progo,2020,7500245.91,385437.49,1824231.9,6209554.93,52993.03,-4234341.65,11738121.61
737,Bantul,2020,19961548.9,881397.47,3617818.17,6464734.56,214597.35,-5003081.02,26137015.43
738,Gunung Kidul,2020,13503531.62,244136.08,3136311.97,5401525.35,214217.55,-3563551.06,18936171.51
739,Sleman,2020,30747340.0,970630.0,6775627.85,17147271.0,745458.0,-10731607.24,45654719.61
740,Kota Yogyakarta,2020,20985947.87,1898269.57,7432194.42,8940397.98,420017.0,-3952780.63,35724046.2
741,Pacitan,2020,12112080.68,353464.44,1558570.62,6645918.77,17819.71,-4902656.01,15785198.22
742,Ponorogo,2020,14513645.23,494710.48,2134904.16,5637384.18,6302.36,-2273569.11,20513377.29
743,Trenggalek,2020,13147519.59,766834.8,1928475.85,3514368.9,7788.69,-1050526.57,18314461.26
744,Tulungagung,2020,26406753.03,656479.92,2750373.37,10881418.48,15753.78,-2484792.82,38225985.76
745,Blitar,2020,24752096.09,780089.23,2770393.52,10101750.26,12327.99,-2392693.66,36023963.44
746,Kediri,2020,30176959.47,1007836.03,2960669.87,13332788.33,120489.18,-6971972.91,40626769.97
747,Malang,2020,65049798.23,2604008.39,4101303.05,32962376.36,48498.4,-2738152.8,102027831.6
748,Lumajang,2020,22124552.03,378681.86,1917249.08,6957221.11,492406.38,191894.97,32062005.43
749,Jember,2020,52588267.89,1437645.15,3663445.74,13888655.11,990150.8,3471818.07,76039982.77
750,Banyuwangi,2020,54148088.2,1356673.24,5744984.04,26168072.41,154570.27,-6469508.85,81102879.31
751,Bondowoso,2020,14593416.77,377827.79,1878194.1,5329155.28,67530.17,-2310531.28,19935592.83
752,Situbondo,2020,14162193.59,272580.99,1981135.87,4676468.19,56290.8,-1106814.45,20041854.99
753,Probolinggo,2020,22930713.53,331989.05,2103730.57,9517559.08,56940.56,-1219858.09,33721074.7
754,Pasuruan,2020,89552485.72,1026523.43,2874584.89,48935616.3,478134.18,2724673.7,145592018.2
755,Sidoarjo,2020,114799604.0,2381622.85,14815275.32,60322720.29,633952.39,4287515.96,197240690.8
756,Mojokerto,2020,46419574.88,1004522.27,2129139.72,23272789.06,489649.1,8625182.88,81940857.92
757,Jombang,2020,29248803.97,1067028.38,2870565.3,12625717.62,234811.28,-6176045.18,39870881.37
758,Nganjuk,2020,18618414.9,404346.43,2317306.34,7604124.39,276244.99,-2619275.24,26601161.82
759,Madiun,2020,13675645.38,398018.02,1742226.25,6660684.93,124238.14,-3434251.26,19166561.45
760,Magetan,2020,13586515.68,235006.43,1897362.43,4268563.98,39420.3,-1255106.17,18771762.65
761,Ngawi,2020,14541381.69,234522.32,2098351.35,4622008.57,24504.67,-1249796.71,20270971.9
762,Bojonegoro,2020,30372585.1,266294.58,2499131.17,15548797.6,93183.63,21478521.08,70258513.15
763,Tuban,2020,34398795.41,533621.62,2626014.93,23881281.25,129871.6,753483.35,62323068.16
764,Lamongan,2020,28128332.26,965218.91,2688932.79,12303072.07,49454.17,-4965424.25,39169585.94
765,Gresik,2020,81539976.7,967294.0,3363602.02,32801755.69,2228341.07,13367588.93,134268558.4
766,Bangkalan,2020,16435170.05,265364.06,1987593.8,7763188.26,212226.85,-3373537.17,23290005.86
767,Sampang,2020,13629003.29,332694.91,1902588.23,5650686.1,2669.09,-1675068.24,19842573.38
768,Pamekasan,2020,12121869.92,251737.61,2098905.67,5192692.18,56094.71,-2927453.1,16793846.98
769,Sumenep,2020,23098222.18,313624.91,2566415.02,8388922.06,1374.5,-1618316.52,32750242.14
770,Kota Kediri,2020,22377107.44,268724.88,1600613.94,21841360.88,1360432.99,84957820.95,132406061.1
771,Kota Blitar,2020,4548171.01,78045.74,1547622.72,1347085.82,1552.41,-814332.77,6708144.94
772,Kota Malang,2020,49668544.71,371897.54,2306875.82,24656879.78,280294.39,-5121303.72,72163188.51
773,Kota Probolinggo,2020,8268645.16,207775.81,1206407.93,2129618.17,11303.98,-749247.72,11074503.33
774,Kota Pasuruan,2020,5585502.44,209373.94,1024875.35,1699383.11,1334.97,-473241.42,8047228.39
775,Kota Mojokerto,2020,4640562.22,60735.12,1060615.21,2325805.86,248.82,-1499909.52,6588057.71
776,Kota Madiun,2020,9898917.83,161439.04,1202049.75,2835301.77,133888.57,-711712.11,13519884.86
777,Kota Surabaya,2020,340833465.7,4984363.69,22158828.9,157176091.8,2846332.08,26510375.26,554509457.4
778,Kota Batu,2020,10177262.47,375389.32,1230093.99,5119692.46,464.54,-986104.01,15916798.76
779,Pandeglang,2020,18899912.25,485723.17,2246894.33,2125403.11,301.73,4612815.53,28371050.11
