,Kabupaten/Kota,Tahun,Pengeluaran Konsumsi Rumah Tangga,Pengeluaran Konsumsi LNPRT,Pengeluaran Konsumsi Pemerintah,Pembentukan Modal Tetap Bruto,Perubahan Inventori,Net Ekspor,PDRB
1298,Kota Cilegon,2021,21942014.3,62656.67,1713564.48,48648156.6,4727.05,38123876.67,110494995.8
1299,Kota Serang,2021,22890673.27,112640.26,10579824.95,12184860.94,78.88,-12264093.6,33503984.71
1300,Kota Tangerang Selatan,2021,62689014.79,178791.89,1369038.91,41362810.84,2874.61,-17536729.37,88065801.67
1301,Jembrana,2021,7343601.81,233994.25,1645200.6,3413466.35,49132.6,825239.35,13510634.96
1302,Tabanan,2021,12846808.11,366676.63,2548920.29,4275619.84,25649.89,1957467.38,22021142.15
1303,Badung,2021,24636901.57,329607.66,4126122.67,18938834.47,159007.02,-3308393.21,44882080.18
1304,Gianyar,2021,14522128.72,266234.1,2096974.3,9451603.96,40438.2,-589152.24,25788227.04
1305,Klungkung,2021,4872890.51,137357.77,1502164.96,2624447.05,19652.6,-622079.98,8534432.93
1306,Bangli,2021,4276607.27,119181.97,1286158.78,2580037.26,19823.78,-1456250.68,6825558.37
1307,Karangasem,2021,9830094.16,324799.21,1697691.77,2360564.02,37747.91,2255727.79,16506624.87
1308,Buleleng,2021,17893467.28,636901.43,3408102.27,7793403.98,51003.54,3580409.79,33363288.29
1309,Kota Denpasar,2021,25581389.87,821092.73,8036774.04,16412764.87,103969.93,-1269364.55,49686626.87
1310,Lombok Barat,2021,11512467.1,322847.53,2382033.79,6014598.21,30068.79,-4854747.38,15407268.04
1311,Lombok Tengah,2021,12761563.91,214957.12,2474091.66,9560216.46,22404.12,-7346636.03,17686597.23
1312,Lombok Timur,2021,15631237.28,639789.05,3226851.39,7817827.09,75518.85,-6337551.92,21053671.75
1313,Sumbawa,2021,10544422.63,209679.84,2068183.37,6116496.68,45805.18,-3963190.69,15021397.01
1314,Dompu,2021,4959761.15,112823.04,1774121.37,2857583.99,15350.0,-2381065.96,7338573.6
1315,Bima,2021,8100183.6,182811.77,2300114.05,4666360.88,25890.74,-3418403.49,11856957.55
1316,Sumbawa Barat,2021,3616137.25,139295.9,1399467.09,5253791.11,69844.05,13279534.36,23758069.75
1317,Lombok Utara,2021,3601665.25,66082.86,1334145.77,1899594.19,14369.77,-2209257.16,4706600.68
1318,Kota Mataram,2021,12117205.86,267935.54,3122587.49,7416423.09,24588.28,-3257130.5,19691609.75
1319,Kota Bima,2021,2825019.01,84495.99,1454904.11,1570618.56,-2812.78,-1631610.03,4300614.86
1320,Sumba Barat,2021,1792974.49,78805.36,806799.22,880811.08,60210.45,-1202776.62,2416823.98
1321,Sumba Timur,2021,3717285.54,220980.39,1517926.38,2648439.55,72497.68,-1770630.22,6406499.31
1322,Kupang,2021,4041419.48,227399.69,1738485.04,3018395.61,4029.17,-1041113.65,7988615.34
1323,Timor Tengah Selatan,2021,5809823.79,161298.21,1415547.8,2785447.08,89964.51,-2018829.21,8243252.17
1324,Timor Tengah Utara,2021,3099332.31,159152.52,870189.16,2030744.58,75292.9,-2012013.0,4222698.47
1325,Belu,2021,3152000.29,93686.39,1093058.03,1899757.21,110268.73,-1649753.76,4699016.88
1326,Alor,2021,2325407.66,100256.35,1265674.8,1433072.03,29910.93,-1987357.31,3166964.46
1327,Lembata,2021,1411306.28,64347.07,837256.1,542847.44,10867.55,-954475.85,1912148.58
1328,Flores Timur,2021,4104448.49,199200.74,1382587.78,1418042.24,20679.1,-1744688.94,5380269.41
1329,Sikka,2021,4027668.35,172905.76,1221981.04,2382474.42,32921.61,-2520433.29,5317517.89
1330,Ende,2021,4218098.6,172297.18,1335302.97,3381591.3,62661.33,-2855294.77,6314656.6
1331,Ngada,2021,2289779.83,111501.34,784070.82,983180.42,140643.22,-730847.11,3578328.53
1332,Manggarai,2021,3198217.92,206392.13,1302938.55,2152117.97,58328.0,-2107721.81,4810272.77
1333,Rote Ndao,2021,1929456.29,117316.28,909733.24,1082360.6,57029.76,-816638.84,3279257.33
1334,Manggarai Barat,2021,3222035.31,61548.5,950913.88,2401310.86,27800.6,-3051973.56,3611635.58
1335,Sumba Tengah,2021,916885.3,45830.89,598915.88,533933.5,23220.59,-888387.7,1230398.45
1336,Sumba Barat Daya,2021,2987414.58,161720.3,914091.98,1189216.15,22631.06,-1386958.95,3888115.13
1337,Nagekeo,2021,1741343.9,166801.03,1051745.78,785277.75,34659.57,-1432514.81,2347313.22
1338,Manggarai Timur,2021,2570494.86,49800.76,1025718.81,1289645.47,27976.79,-1550735.5,3412901.17
1339,Sabu Raijua,2021,859739.23,45278.98,415069.39,611892.47,0.09,-481044.37,1450935.79
1340,Malaka,2021,2333882.54,67719.51,969743.7,1558861.58,37418.38,-2037727.63,2929898.08
1341,Kota Kupang,2021,17181635.39,1012427.22,4938674.12,16434878.77,165345.41,-15322731.7,24410229.22
1342,Sambas,2021,11818375.55,241195.32,2122360.85,5550735.57,399178.69,2161348.1,22293194.08
1343,Bengkayang,2021,5329216.06,168070.16,1231253.03,2845006.84,16957.35,-271975.61,9318527.83
1344,Landak,2021,6224351.6,143204.02,1672048.51,2781757.12,658578.72,134232.72,11614172.69
1345,Mempawah,2021,5270489.6,35070.31,1665249.28,2285065.82,3918.53,-175279.7,9084513.84
1346,Sanggau,2021,12008852.19,242913.33,2036113.49,7057292.6,-913420.79,1247023.55,21678774.37
1347,Ketapang,2021,12957399.73,214693.28,2382175.63,9294926.16,-60714.69,6122835.81,30911315.92
1348,Sintang,2021,8098313.43,188022.84,2097444.26,5272683.94,728461.61,-635847.49,15749078.6
1349,Kapuas Hulu,2021,5830208.55,36482.27,1925026.56,3258559.5,172237.24,-150578.83,11071935.29
1350,Sekadau,2021,3801021.17,83289.63,1082533.21,2121042.05,267037.58,-222233.7,7132689.94
1351,Melawi,2021,3314496.66,79281.78,1320066.64,1605058.38,5291.01,-697590.05,5626604.42
1352,Kayong Utara,2021,2434425.72,63733.03,922453.34,1301291.92,10191.17,-198003.94,4534091.24
1353,Kubu Raya,2021,15043098.46,564130.09,1833395.0,11347492.61,2425493.18,13827.72,31227437.06
1354,Kota Pontianak,2021,18470313.73,446208.45,4664053.97,12000922.44,-1256472.69,5877333.15,40202359.04
1355,Kota Singkawang,2021,5405649.95,323276.9,1448573.15,3884405.02,-110623.43,-73434.89,10877846.7
1356,Kotawaringin Barat,2021,7485373.66,239964.82,1443616.55,10130821.22,42236.09,4366741.22,23708753.57
1357,Kotawaringin Timur,2021,10928885.15,282563.81,1835991.35,11168767.3,196635.76,5265326.17,29678169.54
1358,Kapuas,2021,8150471.21,331518.69,1748742.13,7241218.91,151406.23,1072579.22,18695936.39
1359,Barito Selatan,2021,3275440.22,275782.86,1025405.17,3489977.17,123993.54,-1509465.7,6681133.27
1360,Barito Utara,2021,4332003.15,213028.83,1077550.18,4661326.21,160480.31,120837.33,10565226.0
1361,Sukamara,2021,1446996.87,76115.52,579553.22,1939136.5,379.88,901486.71,4943668.71
1362,Lamandau,2021,1964253.99,46938.17,703655.98,2677939.37,51543.42,1122263.53,6566594.46
1363,Seruyan,2021,4042387.06,69398.06,877558.39,3866859.21,40809.22,993054.41,9890066.35
1364,Katingan,2021,4825306.29,118940.72,1552716.41,4069285.23,1586.76,-1526974.94,9040860.46
1365,Pulang Pisau,2021,2859093.02,62842.92,1123093.58,2776111.13,-6987.38,-844457.33,5969695.94
1366,Gunung Mas,2021,3387785.93,122627.02,1026502.18,3474926.17,167773.13,-1006382.69,7173231.74
1367,Barito Timur,2021,3032620.16,65849.24,1189297.88,3136021.39,134356.98,391801.58,7949947.24
1368,Murung Raya,2021,3433877.77,59441.01,1388833.63,3253201.31,87787.52,694452.0,8917593.23
1369,Kota Palangka Raya,2021,8047316.69,498469.9,6906412.61,7396269.15,186514.28,-3385815.69,19649166.94
1370,Tanah Laut,2021,6705900.34,170496.39,1502812.33,3204491.21,3604.28,3745563.69,15332868.24
1371,Kota Baru,2021,7060713.82,161044.14,2194743.89,4766283.81,6696.57,12302980.93,26492463.15
1372,Banjar,2021,11857460.47,175771.7,2316567.52,5576963.65,1325.86,-1993216.07,17934873.13
1373,Barito Kuala,2021,6062597.12,147099.59,1364549.86,2747038.91,2698.66,-1149062.67,9174921.47
1374,Tapin,2021,4027296.21,148386.21,1425420.08,1935697.9,339.67,1850269.64,9387409.72
1375,Hulu Sungai Selatan,2021,4865285.66,127467.22,1419613.88,2015263.64,1930.45,-1303848.49,7125712.36
1376,Hulu Sungai Tengah,2021,5348813.11,136830.59,1413999.21,2184850.69,1214.6,-1691847.08,7393861.12
1377,Hulu Sungai Utara,2021,4442945.02,130477.7,1295303.9,1418400.47,4.41,-2033682.64,5253448.85
1378,Tabalong,2021,5424739.02,134240.28,1710914.97,2971395.39,14501.06,9684146.72,19939937.43
1379,Tanah Bumbu,2021,6993204.12,141831.79,1587792.21,3485549.07,21259.55,10434412.63,22664049.36
1380,Balangan,2021,2586192.01,113207.97,1109308.22,2516053.97,2664.18,6034184.22,12361610.56
1381,Kota Banjarmasin,2021,20875312.61,228735.66,3834879.04,9863134.07,36719.29,-242715.67,34596065.0
1382,Kota Banjar Baru,2021,4993265.31,205343.83,2513681.23,4113805.47,3878.23,-1826894.02,10003080.05
1383,Paser,2021,6611299.29,84989.8,1710946.77,9598400.65,14109.82,35869202.24,53888948.57
1384,Kutai Barat,2021,4876680.83,278968.43,2286028.22,11102318.42,8991.12,13540149.0,32093136.01
1385,Kutai Kartanegara,2021,19718550.12,592463.45,4646235.71,64380941.0,78418.02,87999975.86,177416584.2
1386,Kutai Timur,2021,8556744.62,337962.96,2332773.35,26089613.79,59955.83,99240522.75,136617573.3
1387,Berau,2021,5063074.88,370713.55,1448877.84,8181979.3,4436.12,27967401.79,43036483.47
1388,Penajam Paser Utara,2021,4076987.51,63108.98,1105584.33,4147484.83,9491.38,687251.09,10089908.12
1389,Mahakam Ulu,2021,716001.74,29606.74,365235.32,897158.39,1741.55,963121.86,2972865.58
1390,Kota Balikpapan,2021,27475244.75,602372.2,3434328.14,47633995.95,38423.73,32216328.95,111400693.7
1391,Kota Samarinda,2021,32216166.78,737594.84,10093026.57,29452612.33,156131.73,-1484984.45,71170547.8
1392,Kota Bontang,2021,6191097.86,320890.37,1109195.08,7952000.67,11518.09,42363424.24,57948126.32
1393,Malinau,2021,2443118.58,119845.03,1654735.09,4088753.97,84654.47,4467661.51,12858768.65
1394,Bulungan,2021,3638437.59,142615.26,2346512.64,10389956.24,26419.27,3695955.13,20239896.13
1395,Tana Tidung,2021,489289.93,80389.0,738604.0,2101267.53,36728.0,3287884.72,6734163.18
1396,Nunukan,2021,4198574.5,90453.63,1368093.32,6526027.07,34845.05,17555285.58,29773279.15
1397,Kota Tarakan,2021,5739467.47,334514.14,1607615.26,8744934.12,150543.84,25281223.51,41858298.34
1398,Bolaang Mongondow,2021,3909491.54,84251.38,1243945.79,2494257.39,321.19,1237911.16,8970178.47
1399,Minahasa,2021,7510293.11,927037.0,1464767.31,7910053.61,159.31,830830.32,18643140.67
1400,Kepulauan Sangihe,2021,2375482.5,74516.08,978519.81,1378254.4,1662.11,-17324.72,4791110.18
1401,Kepulauan Talaud,2021,1623454.9,46650.68,683820.59,785949.06,1063.5,-719062.21,2421876.51
1402,Minahasa Selatan,2021,4399891.52,349940.8,1106163.25,3674384.46,1156.72,50289.58,9581826.32
1403,Minahasa Utara,2021,6110807.82,262993.88,953838.43,6781348.06,229.64,1590147.75,15699365.59
1404,Bolaang Mongondow Utara,2021,1316330.1,40999.23,532514.77,736145.63,252.36,101730.89,2727972.97
1405,Siau Tagulandang Biaro,2021,1598037.01,171398.8,834643.38,776438.27,140.51,-753707.4,2626950.56
1406,Minahasa Tenggara,2021,2939588.19,171997.44,648549.31,2594253.27,82.14,-730845.31,5623625.04
1407,Bolaang Mongondow Selatan,2021,1132162.1,28134.4,362235.14,588330.08,26.15,185504.67,2296392.54
1408,Bolaang Mongondow Timur,2021,1562131.15,31616.77,591337.02,628489.07,244.82,432678.36,3246497.2
1409,Kota Manado,2021,15808002.68,608890.73,4378183.75,13833817.71,189.69,4901916.25,39531000.8
1410,Kota Bitung,2021,6751859.38,243969.04,1319266.88,5327614.74,2565.29,5032354.48,18677629.81
1411,Kota Tomohon,2021,2361443.24,61538.27,755148.77,2623433.73,1008.04,-1215959.62,4586612.44
1412,Kota Kotamobagu,2021,2406060.5,66763.34,689714.73,1197265.6,313.06,-327739.72,4032377.5
1413,Banggai Kepulauan,2021,2613689.99,39780.43,680339.15,649531.74,280.14,146493.77,4130115.22
1414,Banggai,2021,11480670.32,491564.2,3111216.2,8224069.97,217569.28,7300003.03,30825093.0
1415,Morowali,2021,5705772.57,133726.75,846473.5,45313104.41,265090.65,46652639.54,98916807.42
1416,Poso,2021,5757102.69,159967.98,2038545.29,4432354.65,55561.0,-2512101.0,9931430.61
1417,Donggala,2021,6912438.96,176214.28,1754731.41,4341766.47,130729.01,-757563.64,12558316.49
1418,Toli-Toli,2021,4872801.19,106229.15,1433676.59,2932365.52,160918.56,-604777.22,8901213.79
1419,Buol,2021,3443665.34,72936.16,1155804.39,2130820.81,8441.26,-678570.36,6133097.6
1420,Parigi Moutong,2021,11409742.57,989720.32,2300347.13,8933554.31,24722.48,-5219134.71,18438952.1
1421,Tojo Una-Una,2021,3300887.23,92037.96,1338438.45,1562523.32,22884.14,-377780.66,5938990.44
1422,Sigi,2021,5552867.25,244860.59,1534837.39,4424728.14,11278.65,-2040189.55,9728382.47
1423,Banggai Laut,2021,1941594.9,23530.06,479484.04,319177.03,81191.09,-319213.69,2525763.43
1424,Morowali Utara,2021,5108042.85,100505.67,990273.63,11380083.65,65644.25,-4546664.78,13097885.27
1425,Kota Palu,2021,15047653.0,836295.96,3880363.96,12488351.33,151737.3,-6233746.25,26170655.3
1426,Kepulauan Selayar,2021,3448610.26,82784.93,1061544.86,3079948.59,11095.74,-848588.44,6835395.93
1427,Bulukumba,2021,9561834.56,181324.82,1894300.9,4342209.84,13224.23,-124030.01,15868864.34
1428,Bantaeng,2021,5164395.06,183377.06,1228297.87,5320839.85,12874.21,-1828385.19,10081398.85
1429,Jeneponto,2021,7166227.18,267085.54,1402026.17,4119837.97,15188.3,-1917111.6,11053253.56
1430,Takalar,2021,6665832.07,185005.09,1446364.35,2319378.99,57640.56,451885.84,11126106.9
1431,Gowa,2021,13983502.56,422956.17,2632778.47,7350531.69,7896.42,-860827.57,23536837.73
1432,Sinjai,2021,6632153.23,139965.15,1232782.95,4920123.97,10975.69,-638920.87,12297080.12
1433,Maros,2021,11643886.57,328550.0,1723687.58,5927408.91,-24406.43,-593515.16,19005611.47
1434,Pangkajene dan Kepulauan,2021,11334588.94,306095.71,1371015.65,4546631.4,56930.19,9959476.5,27574738.39
1435,Barru,2021,4755255.73,51834.2,1082486.67,3781642.15,4821.84,-1618783.36,8057257.24
1436,Bone,2021,21634834.76,415165.77,4135417.0,13694396.02,10158.98,-520008.36,39369964.17
1437,Soppeng,2021,6413701.06,158591.75,1117016.62,5046354.11,11949.84,-320831.76,12426781.61
1438,Wajo,2021,13623866.09,287520.4,1668928.99,6690717.98,224420.8,-175709.78,22319744.48
1439,Sidenreng Rappang,2021,8483865.97,264043.17,1466610.98,6266995.02,-12410.21,-1218977.57,15250127.36
1440,Pinrang,2021,12238913.22,187117.07,1717770.17,7447159.21,344262.73,-176645.47,21758576.93
1441,Enrekang,2021,4741718.55,101783.95,1279279.11,3204977.46,16559.69,-1140212.69,8204106.07
1442,Luwu,2021,10015542.7,186200.33,1552898.52,6489854.5,35861.85,-440367.44,17839990.46
1443,Tana Toraja,2021,4712669.33,139528.11,1190147.18,2671252.39,13273.14,-639778.61,8087091.55
1444,Luwu Utara,2021,8109892.87,157877.35,1614287.01,4373830.99,986.15,151506.71,14408381.08
1445,Luwu Timur,2021,9656948.48,245209.18,1123791.66,7065108.48,-14026.36,5537483.59,23614515.03
1446,Toraja Utara,2021,5900101.53,266625.01,1517906.41,3762626.12,101237.59,-1204197.7,10344298.97
1447,Kota Makasar,2021,97357472.67,3255888.18,16698002.45,94576603.88,-493365.96,-21076535.93,190318065.3
1448,Kota Parepare,2021,4217417.87,45958.38,1127111.88,3258408.18,2693.9,-825351.96,7826238.24
1449,Kota Palopo,2021,4820053.8,124060.24,1285408.01,3459515.76,3263.67,-977989.59,8714311.89
1450,Buton,2021,2201849.88,51831.69,616728.42,1513705.78,949.62,-348771.04,4036294.35
1451,Muna,2021,4676439.69,74493.74,1351287.0,2554888.02,196764.47,-1488362.13,7365510.8
1452,Konawe,2021,5831570.45,114165.52,1393300.81,3328968.83,1740.62,872548.31,11542294.53
1453,Kolaka,2021,6647308.33,165565.57,1129049.48,13192452.02,4233.62,6394039.07,27532648.08
1454,Konawe Selatan,2021,6929751.91,192189.73,1371472.35,4520144.01,24914.06,-383787.41,12654684.64
1455,Bombana,2021,3469042.19,84346.84,767116.88,2166767.59,45816.47,380244.38,6913334.35
1456,Wakatobi,2021,2179925.12,75444.73,1043477.39,1393043.54,81659.41,-64799.68,4708750.5
1457,Kolaka Utara,2021,4215051.07,76445.76,761071.05,3716775.48,13355.16,404045.53,9186744.05
1458,Buton Utara,2021,1464288.07,27151.03,645257.17,1376649.52,7247.04,-99875.92,3420716.92
1459,Konawe Utara,2021,1486387.58,57154.12,560984.95,1144056.55,1104.33,1012873.44,4262560.98
1460,Kolaka Timur,2021,3043884.2,38797.05,473420.88,1853627.06,33463.11,-609147.16,4834045.14
1461,Konawe Kepulauan,2021,781514.98,17592.93,462392.3,481696.77,1185.38,-276565.85,1467816.51
1462,Muna Barat,2021,2387698.58,33470.63,432896.34,1293615.65,45969.14,-1404140.18,2789510.16
1463,Buton Tengah,2021,1508137.83,28701.52,332945.66,1036585.61,966.7,-371239.7,2536097.61
1464,Buton Selatan,2021,1731649.03,34386.41,405685.09,1201792.02,1330.47,-380871.86,2993971.15
1465,Kota Kendari,2021,13097532.01,217694.84,6142703.92,10084064.27,-319130.76,-5531549.77,23691314.51
1466,Kota Baubau,2021,5557092.76,104240.36,1396305.88,4522913.19,475828.81,-2428813.87,9627567.12
1467,Boalemo,2021,3511183.68,32053.1,1026644.19,1096396.18,114367.05,-47800.31,5732843.89
1468,Gorontalo,2021,8641340.65,112696.94,1945300.71,4548987.22,155653.96,-1690016.39,13713963.08
1469,Pohuwato,2021,3997407.69,40030.98,1037407.21,1359490.49,110879.2,510331.08,7055546.65
1470,Bone Bolango,2021,3008147.54,28942.03,1216475.82,1295983.42,94931.58,-768541.74,4875938.64
1471,Gorontalo Utara,2021,2178765.83,54913.5,701200.16,1068679.71,45887.17,-457024.0,3592422.36
1472,Kota Gorontalo,2021,5933439.98,55792.23,2768218.1,2986976.66,122390.26,-2879254.71,8987562.53
1473,Majene,2021,3335394.83,55260.89,1136038.75,1368476.84,-146494.05,-544320.57,5204356.69
1474,Polewali Mandar,2021,8763073.62,73921.91,1630146.12,3537988.33,341587.77,-534231.23,13812486.52
1475,Mamasa,2021,2285574.53,55485.66,811964.57,905492.37,-103490.92,-828107.56,3126918.64
1476,Mamuju,2021,6199462.25,84920.56,3045286.14,3857188.61,-302185.68,-463555.67,12421116.2
1477,Mamuju Utara,2021,3088687.19,48090.69,713734.15,3652957.63,-116183.42,4999179.15,12386465.39
1478,Mamuju Tengah,2021,2080907.09,37525.46,473950.96,886393.04,135127.81,-56038.68,3557865.68
1479,Maluku Tenggara Barat,2021,2315954.06,119589.94,1156085.77,1576839.53,36590.45,-2336915.76,2868143.99
1480,Maluku Tenggara,2021,2144831.0,86926.73,1206999.76,1312864.68,29366.58,-1349656.56,3431332.18
1481,Maluku Tengah,2021,7556655.36,262853.29,2367089.95,2339089.37,31430.48,-3448740.04,9108378.41
1482,Buru,2021,2109598.51,74686.63,1052612.69,1115600.08,20436.24,-1847176.46,2525757.68
1483,Kepulauan Aru,2021,1739150.13,80947.37,959468.96,1186351.44,14252.19,-310341.4,3669828.68
1484,Seram Bagian Barat,2021,2473485.31,82845.67,1453563.75,1651067.64,33631.62,-2521550.39,3173043.6
1485,Seram Bagian Timur,2021,1816687.5,49909.7,1334961.29,1195548.64,19133.35,-1238529.4,3177711.08
1486,Maluku Barat Daya,2021,1106671.37,28618.64,804156.85,743946.72,14380.58,-708573.27,1989200.9
1487,Buru Selatan,2021,1270862.5,51892.62,883451.35,792339.35,24040.31,-1534201.78,1488384.34
1488,Kota Ambon,2021,10276056.87,368675.83,4198147.57,3639777.9,28451.93,-2937027.22,15574082.87
1489,Kota Tual,2021,1736424.55,54736.1,865935.73,912801.83,23142.66,-969785.54,2623255.33
1490,Halmahera Barat,2021,1523542.16,99149.4,635320.63,241239.83,-18306.51,-133718.14,2347227.38
1491,Halmahera Tengah,2021,894602.55,34481.81,893330.44,14813406.01,-25712.13,-6942836.55,9667272.13
1492,Kepulauan Sula,2021,1507342.54,18664.73,570486.54,387051.0,-26596.07,141582.11,2598530.85
1493,Halmahera Selatan,2021,3725712.43,42290.74,1062030.41,4512041.73,290101.39,1291504.97,10923681.67
1494,Halmahera Utara,2021,3183270.84,73648.9,1346273.19,1619374.42,-101936.24,-114987.83,6005643.28
1495,Halmahera Timur,2021,1622402.48,89390.95,905316.59,1472066.99,7125.56,-165985.87,3930316.71
1496,Pulau Morotai,2021,874101.37,8219.55,359722.45,650343.83,-48146.23,-202295.07,1641945.9
1497,Pulau Taliabu,2021,700887.11,2278.65,197930.04,733450.12,-9786.22,92812.48,1717572.18
1498,Kota Ternate,2021,7301139.85,136416.12,3404018.9,1718586.7,-178167.07,-1411823.95,10970170.54
1499,Kota Tidore Kepulauan,2021,1702337.66,51538.12,2584353.45,726262.29,-14689.06,-2021503.07,3028299.4
1500,Fakfak,2021,2845602.35,81989.08,1832905.7,1967470.52,26892.73,-1414382.14,5340478.25
1501,Kaimana,2021,1164775.34,57361.87,1189549.74,792174.41,53637.12,-585099.11,2672399.36
1502,Teluk Wondama,2021,539632.33,30830.13,730222.24,493593.28,-2894.38,-232037.31,1559346.28
1503,Teluk Bintuni,2021,1312746.05,56063.63,1589709.46,3418738.64,-401464.87,25404760.01,31380552.91
1504,Manokwari,2021,4598319.57,206246.49,2901777.45,4253811.96,-147436.13,-1977854.84,9834864.51
1505,Sorong Selatan,2021,792026.59,44020.32,971094.88,709095.74,53068.29,-604176.53,1965129.27
1506,Sorong,2021,2989436.1,133915.71,1796135.97,2146977.84,-92891.52,4263127.45,11236701.56
1507,Raja Ampat,2021,1068547.99,46251.73,1002709.04,617381.13,-36553.78,736504.34,3434840.44
1508,Tambrauw,2021,94663.14,8102.96,180935.92,65492.78,1188.53,-106693.58,243689.75
1509,Maybrat,2021,630288.41,23701.56,679303.16,176137.32,-9.0,-758127.46,751293.99
1510,Manokwari Selatan,2021,613918.75,20800.05,356744.71,71089.54,-71137.16,-131946.6,859469.3
1511,Pegunungan Arfak,2021,123036.58,2626.75,139731.86,59253.07,-10129.58,-71557.83,242960.85
1512,Kota Sorong,2021,8729358.85,104847.42,2442073.38,3913370.02,-514905.2,921968.88,15596713.35
1513,Merauke,2021,11074220.07,189982.86,3189672.35,4330979.76,16644.43,-2405701.18,16395798.3
1514,Jayawijaya,2021,7694673.41,72654.38,1833939.64,4461720.26,1403.38,-5625669.42,8438721.65
1515,Jayapura,2021,7955088.73,158850.44,3179593.16,4831162.61,12963.38,907156.92,17044815.23
1516,Nabire,2021,7809449.08,286353.85,1778587.73,2825210.05,18166.84,-791336.84,11926430.71
1517,Kepulauan Yapen,2021,3098138.56,188153.46,667518.34,993019.38,9368.51,-538779.35,4417418.9
1518,Biak Numfor,2021,4185519.91,242992.22,1450684.34,1026320.62,19629.16,-1427442.44,5497703.81
1519,Paniai,2021,3424008.34,13065.54,1140372.93,2013430.14,2670.6,-2156680.68,4436866.87
1520,Puncak Jaya,2021,1278173.98,45819.37,639928.38,660285.23,3889.66,-1222024.65,1406071.97
1521,Mimika,2021,12395827.49,214373.87,4434763.86,20551256.63,334097.61,57290732.73,95221052.2
1522,Boven Digoel,2021,3336258.36,36054.44,877998.67,2043763.96,31798.74,-1387223.06,4938651.1
1523,Mappi,2021,2376718.46,48443.68,1050601.91,1565620.88,8355.16,-1941298.42,3108441.67
1524,Asmat,2021,2216746.02,45550.98,1310848.24,1398214.66,249.05,-2276814.65,2694794.31
1525,Yahukimo,2021,2102806.45,21787.76,974855.21,1402768.94,10040.7,-1891514.13,2620744.93
1526,Pegunungan Bintang,2021,1745160.89,19791.13,610896.39,887359.3,4898.75,-1188539.83,2079566.63
1527,Tolikara,2021,1488339.16,21387.15,771472.35,827591.55,514.93,-1393781.29,1715523.85
1528,Sarmi,2021,2167363.01,20458.51,1013388.47,1509868.68,4382.73,-1611692.46,3103768.95
1529,Keerom,2021,2192293.68,36175.23,944852.43,1419002.73,1142.59,-1535379.07,3058087.58
1530,Waropen,2021,1376137.67,46271.02,813745.16,1062151.1,3361.92,-1188651.67,2113015.2
1531,Supiori,2021,903156.6,66729.58,367471.33,783899.17,3098.18,-1037076.93,1087277.92
1532,Mamberamo Raya,2021,1242831.7,28199.3,553502.48,864582.51,2864.21,-866096.15,1825884.05
1533,Nduga,2021,987967.92,4593.48,475425.01,763707.24,1268.99,-887238.17,1345724.47
1534,Lanny Jaya,2021,1650747.28,31208.23,692388.51,984294.71,511.49,-1339098.28,2020051.93
1535,Mamberamo Tengah,2021,1048907.72,12078.5,510596.18,679183.64,2153.97,-991192.16,1261727.85
1536,Yalimo,2021,1032789.75,11494.16,425132.14,707448.42,361.96,-822817.49,1354408.92
1537,Puncak,2021,1320651.0,18749.48,542134.82,897361.0,13165.24,-1278796.73,1513264.81
1538,Dogiyai,2021,1282344.31,34084.95,605011.19,639421.54,437.28,-1150239.99,1411059.29
1539,Intan Jaya,2021,917383.52,7539.27,442060.56,693178.58,2820.64,-762685.1,1300297.47
1540,Deiyai,2021,1089452.06,5333.71,498489.24,655394.97,2882.61,-760241.78,1491310.79
1541,Kota Jayapura,2021,14669585.78,2972342.95,13857906.27,15124818.47,25769.9,-13512526.51,33137896.85
