Job Title,Company Name,Location,URL,Company Location,company size,Industry_stats,Job Qualifications,Job Skills,Job Skills,Job Skills,Profile,Skills,Type,Work Hours,,
"Lead DS (Data Scientist) Bangkok based, Relocation provided",Agoda,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3969211444&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Bali, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   9,877 on LinkedIn",,"Skills: Computer Vision, Data Science, +8 more","Big Data, Computer Vision, Data Engineering, Data Science, Hadoop, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, and Scala",Try Premium for IDR0,Agoda,"Big Data, Computer Vision, Data Engineering, Data Science, Hadoop, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, and Scala",On-site,Full-time,,
CHINESE SPEAKING VIRTUAL ASSISTANT,,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4018411983&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Indonesia,,,,,,Try Premium for IDR0,,,Remote,Full-time,,
"Lead/ Staff Data Scientist (Bangkok based, relocation provided)",Agoda,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3736670007&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Jakarta, Jakarta, Indonesia","5,001-10,000 employees","Software Development  5,001-10,000 employees   9,877 on LinkedIn","Computer Vision, Data Engineering, Data Science, Image Processing, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, Scala, and Statistics","Skills: Pattern Recognition, Image Processing, +8 more","Computer Vision, Data Engineering, Data Science, Image Processing, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, Scala, and Statistics",Try Premium for IDR0,Agoda,"Computer Vision, Data Engineering, Data Science, Image Processing, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, Scala, and Statistics",Hybrid,Full-time,,
Swift Developer,,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3964590411&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Jakarta, Indonesia",,,"OS X, Objective-C, Swift (Programming Language), SwiftUI, User Experience (UX), and User Interface Design","Skills: User Interface Design, Swift (Programming Language), +4 more",1+ years of work experience with Objective-C,Try Premium for IDR0,,1+ years of work experience with Objective-C,Hybrid,Full-time,,
[ID] Sales Engineer - BytePlus,ByteDance,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3358803884&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Jakarta, Jakarta, Indonesia","10,001+ employees","Software Development  10,001+ employees   42,344 on LinkedIn","Attitude Change, Demos, Job Skills, Knowledge Acquisition, Presentations, Sales Acumen, Sales Engineering, Server Side, Show Calling, and Strategic Thinking",1 school alum works here,"Attitude Change, Demos, Job Skills, Knowledge Acquisition, Presentations, Sales Acumen, Sales Engineering, Server Side, Show Calling, and Strategic Thinking","Skills: Strategic Thinking, Knowledge Acquisition, +8 more",ByteDance,"Attitude Change, Demos, Job Skills, Knowledge Acquisition, Presentations, Sales Acumen, Sales Engineering, Server Side, Show Calling, and Strategic Thinking",On-site,Full-time,,
Senior Unity Technical Artist,Skillsearch,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4004946155&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Jakarta, Indonesia",11-50 employees,Staffing and Recruiting  11-50 employees   42 on LinkedIn,"3D Graphics, 3D Modeling, Artificial Intelligence (AI), Autodesk 3ds Max, Autodesk Maya, Blender, Scripting, Shader Creation, and Unity","Skills: Blender, Shader Creation, +7 more","3D Graphics, 3D Modeling, Artificial Intelligence (AI), Autodesk 3ds Max, Autodesk Maya, Blender, Scripting, Shader Creation, and Unity",Try Premium for IDR0,Skillsearch,"3D Graphics, 3D Modeling, Artificial Intelligence (AI), Autodesk 3ds Max, Autodesk Maya, Blender, Scripting, Shader Creation, and Unity",On-site,Full-time,,
Machine Learning Engineer,PT Data Labs Analytics,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4003378605&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Jakarta, Jakarta, Indonesia",,,,,,Try Premium for IDR0,,,On-site,Full-time,,
Businesss Development Specialist (Native Korean Speaker) Indonesia based.,,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4009308320&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,,,,,,,,,,,,,
Associate / Security Analyst ( MDR ),Bitdefender,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3978066038&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Jakarta, Indonesia","1,001-5,000 employees","Software Development  1,001-5,000 employees   2,223 on LinkedIn","Cybersecurity, Incident Response, Linux, Managed Detection and Response (MDR), Security Information and Event Management (SIEM), Unix, and Web Application Firewalls","Skills: Web Application Firewalls, Incident Response, +5 more",2+ years of work experience with Security Information and Event Management (SIEM),Try Premium for IDR0,Bitdefender,2+ years of work experience with Security Information and Event Management (SIEM),Remote,Full-time,,
SAP ABAP Consultant ( with BTP Experience),VISEO ASIA,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4007747686&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Jakarta, Indonesia","1,001-5,000 employees","IT Services and IT Consulting  1,001-5,000 employees   213 on LinkedIn","ABAP, ABAP Web Dynpro, Business Technology, OData, SAP HANA, and SAP Implementation",2 school alumni work here,5+ years of work experience with ABAP,"Skills: ABAP, OData, +4 more",VISEO ASIA,5+ years of work experience with ABAP,Remote,Full-time,,
Data Engineer,Nomura Research Institute Indonesia,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3999421832&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Indonesia,51-200 employees,IT Services and IT Consulting  51-200 employees   90 on LinkedIn,"Deep Learning, Git, Matplotlib, NoSQL, NumPy, Object-Oriented Programming (OOP), Pandas (Software), Python (Programming Language), SQL, and Seaborn","Skills: Python (Programming Language), SQL, +8 more","Deep Learning, Git, Matplotlib, NoSQL, NumPy, Object-Oriented Programming (OOP), Pandas (Software), Python (Programming Language), SQL, and Seaborn",Try Premium for IDR0,Nomura Research Institute Indonesia,"Deep Learning, Git, Matplotlib, NoSQL, NumPy, Object-Oriented Programming (OOP), Pandas (Software), Python (Programming Language), SQL, and Seaborn",Remote,Contract,,
Data Engineer & Analytics,Kredivo Group,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4012135137&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Jakarta, Indonesia","1,001-5,000 employees","Financial Services  1,001-5,000 employees   1,617 on LinkedIn","Amazon Redshift, Amazon Web Services (AWS), English, Google BigQuery, MySQL, OLAP, PostgreSQL, Python (Programming Language), SQL, and Scala","Skills: OLAP, Python (Programming Language), +8 more","Amazon Redshift, Amazon Web Services (AWS), English, Google BigQuery, MySQL, OLAP, PostgreSQL, Python (Programming Language), SQL, and Scala",Try Premium for IDR0,Kredivo Group,"Amazon Redshift, Amazon Web Services (AWS), English, Google BigQuery, MySQL, OLAP, PostgreSQL, Python (Programming Language), SQL, and Scala",Hybrid,Full-time,,
Senior Product Manager - Authentication,VIDA Digital Identity,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4019123230&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Jakarta, Indonesia",51-200 employees,IT Services and IT Consulting  51-200 employees   152 on LinkedIn,,"Skills: User Stories, Product Road Mapping, +8 more","Business-to-Business (B2B), Communication, Government Regulations, Marketing Analytics, Product Management, Product Marketing, Product Requirements, Product Road Mapping, Release Notes, and User Stories",Try Premium for IDR0,VIDA Digital Identity,"Business-to-Business (B2B), Communication, Government Regulations, Marketing Analytics, Product Management, Product Marketing, Product Requirements, Product Road Mapping, Release Notes, and User Stories",On-site,Full-time,,
Data Scientist,PT. RAKHASA ARTHA WISESA,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3977766131&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Jakarta, Jakarta, Indonesia",11-50 employees,Information Technology & Services  11-50 employees   31 on LinkedIn,,"Skills: Natural Language Processing (NLP), Data Science, +8 more","Data Analytics, Data Engineering, Data Science, Data Visualization, Data Wrangling, Deep Learning, Natural Language Processing (NLP), Predictive Analytics, Soft Skills, and Statistical Data Analysis",Try Premium for IDR0,PT. RAKHASA ARTHA WISESA,"Data Analytics, Data Engineering, Data Science, Data Visualization, Data Wrangling, Deep Learning, Natural Language Processing (NLP), Predictive Analytics, Soft Skills, and Statistical Data Analysis",On-site,Full-time,,
"Senior AI Engineer, 2 Hour Learning (Remote) - $100,000/year USD",Crossover,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4017078962&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Pekanbaru, Riau, Indonesia","5,001-10,000 employees","IT Services and IT Consulting  5,001-10,000 employees   2,665 on LinkedIn",,"Skills: Svelte, Flask, +8 more","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, and Vue.js",Try Premium for IDR0,Crossover,"Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, and Vue.js",$50/hr,Remote,,
Machine Learning Engineer,Devoteam G Cloud,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3962767832&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Jakarta Metropolitan Area,51-200 employees,IT Services and IT Consulting  51-200 employees   576 on LinkedIn,,"Skills: Google Cloud Platform (GCP), Unified Modeling Language (UML), +8 more","Computer Science, Customer Requirements, Data Analytics, Databases, Diagram Design, Doctrine (PHP), Good Clinical Practice (GCP), Google Cloud Platform (GCP), Hadoop, and Unified Modeling Language (UML)",Try Premium for IDR0,Devoteam G Cloud,"Computer Science, Customer Requirements, Data Analytics, Databases, Diagram Design, Doctrine (PHP), Good Clinical Practice (GCP), Google Cloud Platform (GCP), Hadoop, and Unified Modeling Language (UML)",On-site,Full-time,,
Data Manager,RED Comm Indonesia,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4002199284&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Jakarta, Indonesia",201-500 employees,Advertising Services  201-500 employees   358 on LinkedIn,"Business Insights, Data Analytics, Data Science, Data Visualization, Quality Processes, Statistical Analysis, Team Management, and Visualization","Skills: Data Visualization, Data Science, +6 more","Business Insights, Data Analytics, Data Science, Data Visualization, Quality Processes, Statistical Analysis, Team Management, and Visualization",Try Premium for IDR0,RED Comm Indonesia,"Business Insights, Data Analytics, Data Science, Data Visualization, Quality Processes, Statistical Analysis, Team Management, and Visualization",Hybrid,Full-time,,
Data Engineer,Paper.id,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4011346468&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Jakarta Metropolitan Area,51-200 employees,Financial Services  51-200 employees   245 on LinkedIn,,2 school alumni work here,"Business Requirements, Data Architecture, Data Manipulation, Data Modeling, Data Pipelines, Data Profiling, Data Warehousing, Dimensional Modeling, Extract, Transform, Load (ETL), and Problem Solving","Skills: Data Modeling, Extract, Transform, Load (ETL), +8 more",Paper.id,"Business Requirements, Data Architecture, Data Manipulation, Data Modeling, Data Pipelines, Data Profiling, Data Warehousing, Dimensional Modeling, Extract, Transform, Load (ETL), and Problem Solving",On-site,Full-time,,
"Data Engineering Lead, Data and Analytics (Jakarta, Indonesia)",M&C Saatchi Group,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=3972015021&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"Jakarta, Jakarta, Indonesia","1,001-5,000 employees","Advertising Services  1,001-5,000 employees   1,346 on LinkedIn",,"Skills: Data Presentation, Presentations, +8 more","Amazon Redshift, Data Pipelines, Data Presentation, Data Quality, Datasets, Digital Media, Presentation Skills, Presentations, Training Material, and Written Communication",Try Premium for IDR0,M&C Saatchi Group,"Amazon Redshift, Data Pipelines, Data Presentation, Data Quality, Datasets, Digital Media, Presentation Skills, Presentations, Training Material, and Written Communication",Hybrid,Full-time,,
Analytics Engineer,Insight Timer,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4007332960&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Indonesia,51-200 employees,Wellness and Fitness Services  51-200 employees   428 on LinkedIn,,"Skills: Amazon Redshift, Google BigQuery, +8 more","Amazon Redshift, Communication, Data Engineering, Data Quality, Data Warehousing, Datasets, Google BigQuery, Google Cloud Platform (GCP), Key Metrics, and Snowflake",Try Premium for IDR0,Insight Timer,"Amazon Redshift, Communication, Data Engineering, Data Quality, Data Warehousing, Datasets, Google BigQuery, Google Cloud Platform (GCP), Key Metrics, and Snowflake",Remote,Full-time,,
Product Manager,PT Mazta Farma,6 applicants,https://www.linkedin.com/jobs/search/?currentJobId=4014943217&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,"West Jakarta, Jakarta, Indonesia",51-200 employees,Pharmaceutical Manufacturing  51-200 employees   101 on LinkedIn,Product Management and Product Service,"Skills: Product Management, Product Service",Professional in English,Try Premium for IDR0,PT Mazta Farma,Professional in English,On-site,Full-time,,
